document_title,doi,document_link,authors,publication_year,document_type,abstract,database,open_access,reviewer_1,reviewer_2,keep,why_not_keep
classification and analysis of techniques and tools for data visualization teaching,10.1109/educon46332.2021.9453917,https://doi.org/10.1109/educon46332.2021.9453917,J. J. Cuadrado-Gallego; Y. Demchenko; M. A. Losada; O. Ormandjieva,2021,NA,"Data Visualization addresses the use of graphics with the purpose to obtain or transmit the knowledge in a easier and faster way, this is it main, and in many cases unique purpose. Since their invention Data graphics has evolved and many techniques has been developed, and in the last decades, with the definition and evolution of the Data Science, Data Visualization has become to be used profusely, in that manner that, by one side, the Data Science Body of Knowledge, DS-BoK, define five knowledge area groups that should be taught when learning Data Science, in all of them Data Visualization is taken a main role for different reasons applying each knowledge area; and by other side all the Data Science development environments, open source or proprietary, include tools for performing Data Visualizations. This paper presents the results of a research carried out with the main objective of improving the teaching of data visualization using two ways: propose a new system to classify the large amount of different graphical techniques for presenting data that can be found in the literature; and analyze using different attributes quite all the most important different tools, open source and private, that are available to develop data graphics mainly form a data visualization teaching point of view.",IEEE,NA,2,1,TRUE,NA
a comparative study of the academic programs between informatics/bioinformatics and data science in the u.s.,10.1109/compsac48688.2020.00030,https://doi.org/10.1109/compsac48688.2020.00030,I. Bile Hassan; J. Liu,2020,NA,"As Data Science has recently become a trend of the innovation of building new academic programs in the U.S. higher education, a holistic review and analysis of the curriculum development in a close field called Informatics or Bioinformatics, occurred more than a decade ago, seems to be beneficial and necessary in helping and supporting the healthy growth of Data Science programs. In this paper, a thorough comparative study between Informatics and Data Science was presented through comparing and investigating the similarities and differences of their curriculum structures, bodies of domain knowledge, technical skill sets, research areas, faculty preparation, student background, as well as the lessons learnt from the development of Informatics programs and challenges in developing Data Science programs. It is believed that the recommendations drawn from this study will assist educators to build their Data Science programs with the confidence and determination but without hesitation and fear of misstepping along the way in promoting and building their new programs.",IEEE,NA,5,2,TRUE,NA
embedding data science into computer science education,10.1109/EIT.2019.8833753,https://doi.org/10.1109/EIT.2019.8833753,I. B. Hassan; J. Liu,2019,NA,"As a fast-growing field with widespread impact on economy and its promising hiring potential, Data Science has been enthusiastically sought-out by many disciplines in the academia, including Mathematics, Statistics, Library Science, Management Information Systems, as well as Computer Science, as an attracting area for recruiting students, soliciting grants, and expanding their existing programs. Although some standalone programs in Data Science have been established around the country, many institutions encounter the challenges in balancing the curricula among different disciplines, allocating new resources, and cooperating with the existing majors regarding enrollment management, student advising, and faculty preparation. In this paper, a strategy-based framework is proposed for those who have limited resources of all kinds to introduce Data Science through their existing Computer Science programs at a baccalaureate level with a minimum curriculum disruption. Instead of a standalone program, to embed Data Science into Computer Science education is demonstrated to be a practical, effective, cost-saving approach based on an extensive study of the synergy between Data Science and Computer Science education. While the proposed framework is not a one-size-fits-all approach, it provides a doable route for blending Data Science into Computer Science education in systematic ways. It has become the consensus that an adequate exposure to Data Science will better prepare computer science students for taking the challenges in this ever-changing, data embraced world.",IEEE,NA,4,2,TRUE,NA
scaling data warehousing course projects,10.1109/csci.2016.0054,https://doi.org/10.1109/csci.2016.0054,K. C. Davis; D. Aggarwal; S. Baskin,2017,NA,"In this paper, we discuss the evolution of assignments in a data warehousing course to address the burgeoning interest and enrollment of students in data science programs. We focus on our experience incorporating the Teradata University Network (TUN) Data Challenge competition project as a class assignment. Students worked in small teams to answer questions posed by a non-profit organization, Hire Heroes USA, using their data about activities to help veterans and their spouses find employment. Students had free access to cutting edge industry visualization and analytics tools via TUN and its partner organizations. Course learning objectives were met successfully and students were enthusiastic about using real-world data to help a humanitarian organization better serve its clientele.",IEEE,NA,3,2,TRUE,NA
classroom configuration identifier (ccid),10.1109/iceed47294.2019.8994827,https://doi.org/10.1109/iceed47294.2019.8994827,N. Shaghaghi; M. Khadadeh; M. McGinnis; L. Liang; A. Calle,2020,NA,"Classroom Configuration Identifier (CCID) is an application utilizing AlexNet - an image recognition convolutional neural network (CNN) - trained and used for classification of classroom configurations. CCID is currently capable of categorizing footage of Santa Clara University's classrooms as 1. Forward-Facing Lectures 2. Circular or `U' Shaped Lectures and/or whole class discussions 3. Smaller Group discussions and 4. Empty classrooms with 97% accuracy. Further work on the sub-categorization of these categories is underway. CCID has been developed as a component to an ongoing, larger study into the effects of classroom configuration on student learning outcomes. While CCID specifically deals with the categorical analysis of the classroom configuration itself, the next phases of the study will couple this classroom data with anonymized student data, in order to draw conclusions about the most optimal classroom configurations for enhancing learning. By analyzing correlations between different classroom configurations and corresponding student performance, the study will ultimately be able to supply educators with the information needed to setup more effective learning environments.",IEEE,NA,1,2,FALSE,not on data science education (it is about a software using facial recognition to classify a classroom's configuration)
challenges and approaches to teaching data science technologies in an information technology program with non-traditional students,10.1109/cic48465.2019.00015,https://doi.org/10.1109/cic48465.2019.00015,R. Price; L. Ramaswamy,2020,NA,"Teaching Data Science to traditional CS majors presents many challenges to students, faculty and the supporting infrastructure. When the student population changes from Computer Science students to those in an Information Technology program where many of the core CS courses are not required, additional challenges arise. Couple these challenges with teaching non-traditional students who are also involved with their families and careers; the difficulty in teaching this material rises exponentially. For our experiment, we chose to teach the Hadoop Distributed File System, the Map/Reduce paradigm, and basic Hadoop programming to expose these students to Data Science technologies. We will discuss our recent experience teaching Data Science to Information Technology students and the challenges we had to overcome, including missing distributed systems knowledge, a lack of basic Unix and operating systems understanding and a complete unfamiliarity with a Distributed File System.",IEEE,NA,2,4,TRUE,NA
edison data science framework (edsf) extension to address transversal skills required by emerging industry 4.0 transformation,10.1109/escience.2019.00076,https://doi.org/10.1109/escience.2019.00076,Y. Demchenko; T. Wiktorski; J. Cuadrado Gallego; S. Brewer,2020,NA,"The emerging data-driven economy (also defined as Industry 4.0 or simply 4IR), encompassing industry, research and business, requires new types of specialists that are able to support all stages of the data lifecycle from data production and input, to data processing and actionable results delivery, visualisation and reporting, which can be collectively defined as the Data Science family of professions. Data Science as a research and academic discipline provides a basis for Data Analytics and ML/AI applications. The education and training of the data related professions must reflect all multi-disciplinary knowledge and competences that are required from the Data Science and handling practitioners in modern, data-driven research and the digital economy. In the modern era, with ever faster technology changes, matched by strong skills demand, the Data Science education and training programme should be customizable and deliverable in multiple forms, tailored for different categories of professional roles and profiles. Referring to other publications by the authors on building customizable and interoperable Data Science curricula for different types of learners and target application domains, this paper is focused on defining a set of transversal competences and skills that are required from modern and future Data Science professions. These include workplace and professional skills that cover critical thinking, problem solving, and creativity required to work in highly automated and dynamic environment. The proposed approach is based on the EDISON Data Science Framework (EDSF) initially developed within the EU funded Project EDISON and currently being further developed in the EU funded MATES project and also the FAIRsFAIR projects.",IEEE,NA,2,5,TRUE,NA
"an integrated, modular approach to data science education in microbiology",10.1371/journal.pcbi.1008661,https://doi.org/10.1371/journal.pcbi.1008661,"Dill-McFarland KA, König SG, Mazel F, Oliver DC, McEwen LM, Hong KY, Hallam SJ.",2021,NA,"We live in an increasingly data-driven world, where high-throughput sequencing and mass spectrometry platforms are transforming biology into an information science. This has shifted major challenges in biological research from data generation and processing to interpretation and knowledge translation. However, postsecondary training in bioinformatics, or more generally data science for life scientists, lags behind current demand. In particular, development of accessible, undergraduate data science curricula has the potential to improve research and learning outcomes as well as better prepare students in the life sciences to thrive in public and private sector careers. Here, we describe the Experiential Data science for Undergraduate Cross-Disciplinary Education (EDUCE) initiative, which aims to progressively build data science competency across several years of integrated practice. Through EDUCE, students complete data science modules integrated into required and elective courses augmented with coordinated cocurricular activities. The EDUCE initiative draws on a community of practice consisting of teaching assistants (TAs), postdocs, instructors, and research faculty from multiple disciplines to overcome several reported barriers to data science for life scientists, including instructor capacity, student prior knowledge, and relevance to discipline-specific problems. Preliminary survey results indicate that even a single module improves student self-reported interest and/or experience in bioinformatics and computer science. Thus, EDUCE provides a flexible and extensible active learning framework for integration of data science curriculum into undergraduate courses and programs across the life sciences.",pubmed,NA,2,3,TRUE,NA
changing the nature of quantitative biology education: data science as a driver,10.1007/s11538-020-00785-0,https://doi.org/10.1007/s11538-020-00785-0,"Robeva RS, Jungck JR, Gross LJ.",2020,NA,"We live in a data-rich world with rapidly growing databases with zettabytes of data. Innovation, computation, and technological advances have now tremendously accelerated the pace of discovery, providing driverless cars, robotic devices, expert healthcare systems, precision medicine, and automated discovery to mention a few. Even though the definition of the term data science continues to evolve, the sweeping impact it has already produced on society is undeniable. We are at a point when new discoveries through data science have enormous potential to advance progress but also to be used maliciously, with harmful ethical and social consequences. Perhaps nowhere is this more clearly exemplified than in the biological and medical sciences. The confluence of (1) machine learning, (2) mathematical modeling, (3) computation/simulation, and (4) big data have moved us from the sequencing of genomes to gene editing and individualized medicine; yet, unsettled policies regarding data privacy and ethical norms could potentially open doors for serious negative repercussions. The data science revolution has amplified the urgent need for a paradigm shift in undergraduate biology education. It has reaffirmed that data science education interacts and enhances mathematical education in advancing quantitative conceptual and skill development for the new generation of biologists. These connections encourage us to strive to cultivate a broadly skilled workforce of technologically savvy problem-solvers, skilled at handling the unique challenges pertaining to biological data, and capable of collaborating across various disciplines in the sciences, the humanities, and the social sciences. To accomplish this, we suggest development of open curricula that extend beyond the job certification rhetoric and combine data acumen with modeling, experimental, and computational methods through engaging projects, while also providing awareness and deep exploration of their societal implications. This process would benefit from embracing the pedagogy of experiential learning and involve students in open-ended explorations derived from authentic inquiries and ongoing research. On this foundation, we encourage development of flexible data science initiatives for the education of life science undergraduates within and across existing models.",pubmed,NA,2,1,TRUE,NA
undergraduate data science degrees emphasize computer science and statistics but fall short in ethics training and domain-specific context,10.7717/peerj-cs.441,https://doi.org/10.7717/peerj-cs.441,"Oliver JC, McNeil T.",2021,NA,"The interdisciplinary field of data science, which applies techniques from computer science and statistics to address questions across domains, has enjoyed recent considerable growth and interest. This emergence also extends to undergraduate education, whereby a growing number of institutions now offer degree programs in data science. However, there is considerable variation in what the field actually entails and, by extension, differences in how undergraduate programs prepare students for data-intensive careers. We used two seminal frameworks for data science education to evaluate undergraduate data science programs at a subset of 4-year institutions in the United States; developing and applying a rubric, we assessed how well each program met the guidelines of each of the frameworks. Most programs scored high in statistics and computer science and low in domain-specific education, ethics, and areas of communication. Moreover, the academic unit administering the degree program significantly influenced the course-load distribution of computer science and statistics/mathematics courses. We conclude that current data science undergraduate programs provide solid grounding in computational and statistical approaches, yet may not deliver sufficient context in terms of domain knowledge and ethical considerations necessary for appropriate data science applications. Additional refinement of the expectations for undergraduate data science education is warranted.",pubmed,NA,5,2,TRUE,NA
hack weeks as a model for data science education and collaboration,10.1073/pnas.1717196115,https://doi.org/10.1073/pnas.1717196115,"Huppenkothen D, Arendt A, Hogg DW, Ram K, VanderPlas JT, Rokem A.",2018,NA,"Across many scientific disciplines, methods for recording, storing, and analyzing data are rapidly increasing in complexity. Skillfully using data science tools that manage this complexity requires training in new programming languages and frameworks as well as immersion in new modes of interaction that foster data sharing, collaborative software development, and exchange across disciplines. Learning these skills from traditional university curricula can be challenging because most courses are not designed to evolve on time scales that can keep pace with rapidly shifting data science methods. Here, we present the concept of a hack week as an effective model offering opportunities for networking and community building, education in state-of-the-art data science methods, and immersion in collaborative project work. We find that hack weeks are successful at cultivating collaboration and facilitating the exchange of knowledge. Participants self-report that these events help them in both their day-to-day research as well as their careers. Based on our results, we conclude that hack weeks present an effective, easy-to-implement, fairly low-cost tool to positively impact data analysis literacy in academic disciplines, foster collaboration, and cultivate best practices.",pubmed,NA,4,2,TRUE,NA
a guide to teaching data science,10.1080/00031305.2017.1356747,https://doi.org/10.1080/00031305.2017.1356747,"Hicks SC, Irizarry RA.",2019,NA,"Demand for data science education is surging and traditional courses offered by statistics departments are not meeting the needs of those seeking training. This has led to a number of opinion pieces advocating for an update to the Statistics curriculum. The unifying recommendation is that computing should play a more prominent role. We strongly agree with this recommendation, but advocate the main priority is to bring applications to the forefront as proposed by Nolan and Speed in 1999. We also argue that the individuals tasked with developing data science courses should not only have statistical training, but also have experience analyzing data with the main objective of solving real-world problems. Here, we share a set of general principles and offer a detailed guide derived from our successful experience developing and teaching a graduate-level, introductory data science course centered entirely on case studies. We argue for the importance of statistical thinking, as defined by Wild and Pfannkuch in 1999 and describe how our approach teaches students three key skills needed to succeed in data science, which we refer to as creating, connecting, and computing. This guide can also be used for statisticians wanting to gain more practical knowledge about data science before embarking on teaching an introductory course. Supplementary materials for this article are available online.",pubmed,NA,3,2,TRUE,NA
turning health systems data into actionable information,10.1097/nna.0000000000000734,https://doi.org/10.1097/nna.0000000000000734,"Nelson-Brantley HV, Jenkins P, Chipps E.",2019,NA,"Health systems produce vast amounts of complex, multidimensional data. Health systems nurse leaders, informaticians, and nurse researchers must partner to turn these data into actionable information to drive quality clinical outcomes. The authors review health systems in the era of big data, identify opportunities for health systems-nursing research partnerships, and introduce emerging approaches to data science education in nursing.",pubmed,NA,1,2,FALSE,not on data science education (it is about health systems in the era of big data)
developing and deploying a scalable computing platform to support mooc education in clinical data science,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8378646/,"Mayer D, Russell S, Wilson MP, Kahn MG, Wiley LK.",2021,NA,"One of the challenges of teaching applied data science courses is managing individual students' local computing environment. This is especially challenging when teaching massively open online courses (MOOCs) where students come from across the globe and have a variety of access to and types of computing systems. There are additional challenges with using sensitive health information for clinical data science education. Here we describe the development and performance of a computing platform developed to support a series of MOOCs in clinical data science. This platform was designed to restrict and log all access to health datasets while also being scalable, accessible, secure, privacy preserving, and easy to access. Over the 19 months the platform has been live it has supported the computation of more than 2300 students from 101 countries.",pubmed,NA,2,4,FALSE,not on data science education (it is about a computing platform for students to work on health datasets)
exploring potential roles of academic libraries in undergraduate data science education curriculum development,10.1016/j.acalib.2021.102320,https://doi.org/10.1016/j.acalib.2021.102320,"Shao G,Quintana JP,Zakharov W,Purzer S,Kim E",2021,Journal Article,"Undergraduate data science education is receiving increasing interest in many higher education institutions in the U.S., with the proliferation of data and data related work and research. As an emerging interdisciplinary study field, data science curriculum is typically a collection of individual data science related courses from different schools and departments, most of which are teaching data science in a siloed fashion. Therefore, it is necessary to map the landscape of existing curricula and explore how academic libraries can collaborate and contribute to undergraduate data science education. In this study, we analyzed teaching content and topics of over 100 data science related courses at Purdue University to map the landscape and explore roles of academic libraries to support data science education curriculum. Our results indicate most existing courses focused on ‘hard-core’ scientific analytic principles, such as computer science, statistics, and domain-specific skills. Courses of data-oriented skills, such as data management, data ethics, and data communications were limited across disciplines. In addition, data science courses were more likely targeting STEM students at upper levels (3rd and 4th year students). Academic libraries can enrich data science education efforts, by supporting credit courses, certificate programs, and other co-curricular activities to provide learning opportunities to all students, particularly 1st and 2nd year students and non-STEM majors.",science direct,NA,2,5,TRUE,NA
chapter six - how can ocean science observations contribute to humanity?,10.1016/b978-0-12-823427-3.00005-0,https://doi.org/10.1016/b978-0-12-823427-3.00005-0,"Manzella GM,Emery W",2022,Book Chapter,"Experience is needed to prepare young ocean researchers to work in interdisciplinary environments and to teach them how to deal with complex processes. Such experience can be provided in courses/internships aimed at preparing qualified personnel to work on solution-oriented projects. These lessons are designed to deepen understanding in particular elements of ocean data science education: oceanography as a science in evolution, mutual understanding, the enrichment of data, and the process of moving from data to information. Such lessons combine the history of ocean science with ocean data methodologies and technologies, data quality elements, “fitness for use”/“fitness for purpose” and analyses. The approach consists of a significant mentoring program aimed at strengthening “thinking skills”—critical and creative thinking—and therefore the ability to solve complex problems.",science direct,NA,2,3,FALSE,researchers
enabling data science education in stem disciplines through supervised undergraduate research experiences,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138273525&partnerID=40&md5=4bcc15cec803e71371d05123abe0108f,Banadaki Y.,2022,Conference Paper,"Data Science plays a vital role in sciences and engineering disciplines to discover meaningful information and predict the outcome of real-world problems. Despite the significance of this field and high demand, knowledge of how to effectively provide data science research experience to STEM students is scarce. This paper focuses on the role of data science and analytics education to improve the students' computing and analytical skills across a range of domain-specific problems. The paper studies four examples of data-intensive STEM projects for supervised undergraduate research experiences (SURE) in Mechanical Engineering, Biomedical science, Quantum Physics, and Cybersecurity. The developed projects include the applications of data science for improving additive manufacturing, automating microscopy images analysis, identifying the quantum optical modes, and detecting network intrusion. The paper aims to provide some guidelines to effectively educate the next generation of STEM undergraduate and graduate students and prepare STEM professionals with interdisciplinary knowledge, skills, and competencies in data science. The paper includes a summary of activities and outcomes from our research and education in the field of data science and machine learning. We will evaluate the student learning outcomes in solving big data interdisciplinary projects to confront the new challenges in a computationally-driven world.",Scopus,NA,2,1,TRUE,NA
data-centricity: rethinking introductory computing to support data science,10.1145/3531072.3535317,https://doi.org/10.1145/3531072.3535317,Fisler K.,2022,Conference Paper,"On a growing number of campuses, data science programs offer introductory courses that include a non-trivial amount of programming. The content of such courses overlaps that of traditional computer science introductory courses, but neither course subsumes the other. This talk argues that a common introductory course that covers both data science and data structures supports students and provides curricular flexibility, while also bringing social impacts of computing into the early curriculum. We’ll discuss both the design and implementation of such a course, including the programming language features that support it and the educational research that informs it.",Scopus,NA,5,2,TRUE,NA
a blended-learning program for implementing a rigorous machine-learning curriculum in high-schools,10.1145/3491140.3528291,https://doi.org/10.1145/3491140.3528291,"Perach S., Alexandron G.",2022,Conference Paper,"AI, and, more specifically, deep learning, is profoundly impacting our industries and societies [1]. In recent years, machine learning (ML) 's surging impact has sparked discourse about the importance of AI education for young people, and in recent years, several initiatives and projects pursuing the mission of K-12 AI education have emerged. In 2020 Israel's Ministry of Education (MoE) approved a new comprehensive and rigorous ML curriculum targeting 11 and 12th-grade pupils majoring in computer science (CS). The curriculum is meant to be taught by the existing CS teacher workforce. However, since ML theory and practice are fundamentally different from traditional CS [2], implementing this thorough ML curriculum poses substantial challenges in developing an effective teaching workforce to deliver it. In this research, we suggest a solution for this challenge in the form of a blended-learning (BL) program. The online component of this program is based mainly on Coursera's Deep Learning Specialization MOOCs series [3]. The BL program, enhanced with pedagogical training, is also used for the professional development (PD) of the teachers who deliver the program. Out of fourteen CS teachers who participated in the PD in the summer of 2021, ten teach the BL program this year to 273 high-school pupils. Initial results demonstrate the achievement of the curriculum learning goals and provide compelling preliminary evidence that this program enables CS teachers who are new to machine learning to teach this thorough curriculum effectively",Scopus,NA,4,2,TRUE,NA
