document_title,doi,document_link,authors,publication_year,document_type,abstract,database,open_access,reviewer_1,reviewer_2,keep,why_not_keep
an experience-centered approach to training effective data scientists,10.1089/big.2019.0100,https://doi.org/10.1089/big.2019.0100,"Rodolfa KT, Unanue A, Gee M, Ghani R.",2019,NA,NA,pubmed,NA,1,3,FALSE,graduate
a guide to teaching data science,10.1080/00031305.2017.1356747,https://doi.org/10.1080/00031305.2017.1356747,"Hicks SC, Irizarry RA.",2019,NA,NA,pubmed,NA,3,2,FALSE,graduate
"a critical mathematics perspective on reading data visualizations: reimagining through reformatting, reframing, and renarrating",10.1007/s10649-021-10087-4,https://doi.org/10.1007/s10649-021-10087-4,"Rubel LH, Nicol C, Chronaki A.",2021,NA,NA,pubmed,NA,5,3,FALSE,not data science
data science education across the disciplines: underexamined opportunities for k-12 innovation,10.1111/bjet.13258,https://doi.org/10.1111/bjet.13258,"Jiang S., Lee V.R., Rosenberg J.M.",2022,Editorial,NA,Scopus,NA,4,3,FALSE,Editorial
automated data-driven generation of personalized pedagogical interventions in intelligent tutoring systems,10.1007/s40593-021-00267-x,https://doi.org/10.1007/s40593-021-00267-x,"Kochmar E., Vu D.D., Belfer R., Gupta V., Serban I.V., Pineau J.",2022,Article,NA,Scopus,"All Open Access, Hybrid Gold",3,1,FALSE,which students?
sigcse 2022 - proceedings of the 53rd acm technical symposium on computer science education v. 2,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127440084&partnerID=40&md5=ad9a3a9f949bca693231a9b92a0c95e5,[No author name available],2022,Conference Review,NA,Scopus,NA,1,3,FALSE,conference review
"""that's what science is, all this data:"" coding data visualizations in middle school science classrooms",10.1145/3478431.3499387,https://doi.org/10.1145/3478431.3499387,"Krakowski A., Greenwald E., Roman N.",2022,Conference Paper,NA,Scopus,"All Open Access, Bronze",3,4,FALSE,middle school
"identifying the content, lesson structure, and data use within pre-collegiate data science curricula",10.1007/s10956-021-09932-1,https://doi.org/10.1007/s10956-021-09932-1,"Lee V.R., Delaney V.",2022,Article,NA,Scopus,NA,3,2,FALSE,pre-collegiate
editorial: research on data science education special issue of the statistics education research journal,10.52041/serj.v21i2.606,https://doi.org/10.52041/serj.v21i2.606,"Biehler R., De Veaux R., Engel J., Kazak S., Frischemeier D.",2022,Editorial,NA,Scopus,"All Open Access, Bronze",2,3,FALSE,Editorial
introducing high school statistics teachers to predictive modelling and apis using code-driven tools,10.52041/serj.v21i2.49,https://doi.org/10.52041/serj.v21i2.49,"Fergusson A., Pfannkuch M.",2022,Article,NA,Scopus,"All Open Access, Bronze",4,3,FALSE,K-12 teachers
reflections on the current and potential k-12 impact of the journal of statistics and data science education,10.1080/26939169.2022.2054881,https://doi.org/10.1080/26939169.2022.2054881,"Dalton M., Groth R.E.",2022,Article,NA,Scopus,"All Open Access, Gold",3,1,FALSE,K-12
what should we teach? a human-centered data science graduate curriculum model design for ifield schools,10.1002/asi.24644,https://doi.org/10.1002/asi.24644,"Wu D., Xu H., Sun Y., Lv S.",2022,Article,NA,Scopus,NA,1,3,FALSE,graduate
30 years of the journal of statistics and data science education,10.1080/26939169.2022.2041325,https://doi.org/10.1080/26939169.2022.2041325,Horton N.J.,2022,Editorial,NA,Scopus,"All Open Access, Gold",3,2,FALSE,Editorial
developing and evaluating the concept data awareness for k12 computing education,10.1145/3488042.3490509,https://doi.org/10.1145/3488042.3490509,Höper L.,2021,Conference Paper,NA,Scopus,NA,5,3,FALSE,K-12
reflective data storytelling for youth: the codap story builder,10.1145/3459990.3465177,https://doi.org/10.1145/3459990.3465177,"Wilkerson M., Finzer W., Erickson T., Hernandez D.",2021,Conference Paper,NA,Scopus,"All Open Access, Green",3,5,FALSE,middle school
celebrating design thinking in tech education: the data science education case,10.1007/978-3-030-90176-9_10,https://doi.org/10.1007/978-3-030-90176-9_10,"Swaid S.I., Suid T.Z.",2021,Conference Paper,NA,Scopus,NA,3,1,FALSE,Poster
developing and deploying a scalable computing platform to support mooc education in clinical data science,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8378646/,"Mayer D., Russell S., Wilson M.P., Kahn M.G., Wiley L.K.",2021,Article,NA,Scopus,NA,3,4,FALSE,not specifically for undergraduates
a letter to the journal of statistics and data science education — a call for review of “okcupid data for introductory statistics and data science courses” by albert y. kim and adriana escobedo-land,10.1080/26939169.2021.1930812,https://doi.org/10.1080/26939169.2021.1930812,"Xiao T., Ma Y.",2021,Letter,NA,Scopus,"All Open Access, Gold",3,2,FALSE,Letter to the editor
ethics in data science education,10.18260/1-2--34589,https://doi.org/10.18260/1-2--34589,Davis K.C.,2020,Conference Paper,NA,Scopus,NA,2,3,FALSE,Theoretical
national academies' roundtable on data science postsecondary education,10.1145/3328778.3366986,https://doi.org/10.1145/3328778.3366986,"Kloefkorn T., Boardman M., Horton N.J., Marshall B.",2020,Conference Paper,NA,Scopus,NA,3,1,FALSE,Panel
the democratization of data science education,10.1080/00031305.2019.1668849,https://doi.org/10.1080/00031305.2019.1668849,"Kross S., Peng R.D., Caffo B.S., Gooding I., Leek J.T.",2020,Article,NA,Scopus,NA,1,3,FALSE,Theoretical
the interdisciplinary characteristics of ischools research:from the perspective of biblimetrics analysis,10.13530/j.cnki.jlis.2020048,https://doi.org/10.13530/j.cnki.jlis.2020048,"Siluo Y., Yiming Z.",2020,Article,NA,Scopus,NA,3,4,FALSE,NA
"21st international conference on interactive collaborative learning, icl 2018",10.1007/978-3-030-11932-4,https://doi.org/10.1007/978-3-030-11932-4,[No author name available],2020,Conference Review,NA,Scopus,NA,5,3,FALSE,complete conference proceedings
curriculum for hands-on artificial intelligence cybersecurity,10.1109/ithet46829.2019.8937373,https://doi.org/10.1109/ithet46829.2019.8937373,"Romney G.W., Guymon J., Romney M.D., Carlson D.A.",2019,Conference Paper,NA,Scopus,NA,2,3,FALSE,NA
data science education: global perspectives and convergence,10.1145/3304221.3325533,https://doi.org/10.1145/3304221.3325533,"Raj R.K., Parrish A., Impagliazzo J., Romanowski C.J., Ahmed S.A., Bennett C.C., Davis K.C., McGettrick A., Mendes Pereira T.S., Sundin L.",2019,Conference Paper,NA,Scopus,NA,3,5,FALSE,graduate
linking educational resources on data science,10.1609/aaai.v33i01.33019404,https://doi.org/10.1609/aaai.v33i01.33019404,"Ambite J.L., Gordon J., Fierro L., Burns G., Mathew J.",2019,Conference Paper,NA,Scopus,NA,1,3,FALSE,NA
data science education in the ischool context,10.1002/pra2.90,https://doi.org/10.1002/pra2.90,"Oh S., Song I.-Y., Mostafa J., Zhang Y., Wu D.",2019,Article,NA,Scopus,NA,3,4,FALSE,Panel
"using data expedition as a formative assessment tool in data science education: reasoning, justification, and evaluation",10.3991/ijet.v14i11.10202,https://doi.org/10.3991/ijet.v14i11.10202,"Maksimenkova O., Neznanov A., Radchenko I.",2019,Article,NA,Scopus,"All Open Access, Gold",5,3,FALSE,Theoretical
architecting data science education,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048355807&partnerID=40&md5=d7cbd193f1a4d2707887d143cdc8bf29,"Ermolayev V., Suárez-Figueroa M.C., Molchanovskyi O.",2018,Conference Paper,NA,Scopus,NA,3,5,FALSE,graduate
what is a data science/analytics degree?,NA,https://aisel.aisnet.org/amcis2017/Panels/Presentations/13,"Saltz J., Armour F., Sharda R.",2017,Conference Paper,NA,Scopus,NA,3,1,FALSE,panel
“it lives all around us”: aspects of data literacy in teen's lives,10.1002/pra2.2017.14505401004,https://doi.org/10.1002/pra2.2017.14505401004,"Bowler L., Acker A., Jeng W., Chi Y.",2017,Article,NA,Scopus,NA,1,3,FALSE,K-12
habitat explorer: designing educational games for collaborative learning on interactive surfaces,10.1145/2992154.2996788,https://doi.org/10.1145/2992154.2996788,"Schwartz A., Sorensen C., Mustafaraj E.",2016,Conference Paper,NA,Scopus,NA,3,4,FALSE,elementary school
principles of citizen science in open educational projects based on open data,10.1145/3022211.3022216,https://doi.org/10.1145/3022211.3022216,"Radchenko I., Maksimenkova O.",2016,Conference Paper,NA,Scopus,NA,3,2,FALSE,NA
retraction: a project-based case study of data science education (data science journal (2016) 15: 5 doi: 10.5334/dsj-2016-005),10.5334/dsj-2016-010,https://doi.org/10.5334/dsj-2016-010,[No author name available],2016,Erratum,NA,Scopus,"All Open Access, Gold, Green",5,3,FALSE,retracted
inclusivity in statistics and data science education,10.1080/26939169.2021.1906555,https://doi.org/10.1080/26939169.2021.1906555,"Witmer, J",2021,Editorial Material,NA,web of science,NA,2,3,FALSE,Editorial
how should data science education be?,10.4018/ijeoe.2020040103,https://doi.org/10.4018/ijeoe.2020040103,"Gursakal, N; Ozkan, E; Yilmaz, FM; Oktay, D",2020,Article,"The interest in data science is increasing in recent years. Data science, including mathematics, statistics, big data, machine learning, and deep learning, can be considered as the intersection of statistics, mathematics and computer science. Although the debate continues about the core area of data science, the subject is a huge hit. Universities have a high demand for data science. They are trying to live up to this demand by opening postgraduate and doctoral programs. Since the subject is a new field, there are significant differences between the programs given by universities in data science. Besides, since the subject is close to statistics, most of the time, data science programs are opened in the statistics departments, and this also causes differences between the programs. In this article, we will summarize the data science education developments in the world and in Turkey specifically and how data science education should be at the graduate level.",web of science,NA,4,3,FALSE,graduate
what is a data science/analytics degree?,NA,https://aisel.aisnet.org/amcis2017/Panels/Presentations/13,"Saltz, J; Armour, F; Sharda, R",2017,Proceedings Paper,"Data science, and the related field of analytics, is an emerging discipline that integrates concepts across a range of domains, including computer science, information systems, software engineering and statistics. While the number of data science / analytics programs continues to increase, there has been little discussion on how we should define this emerging educational field. This panel will foster a debate with respect to what are the key learning objectives within these programs and should there be different types of data science related programs (such as an applied data science program or a business analytics program in addition to data science programs). Via a debate, this panel, along with the audience, will explore the field of data science and these emerging questions regarding data science and analytics education.",web of science,NA,3,1,FALSE,Panel
the use of algorithmic models to develop secondary teachers' understanding of the statistical modeling process,10.1080/26939169.2021.1900759,https://doi.org/10.1080/26939169.2021.1900759,"Zieffler, A; Justice, N; delMas, R; Huberty, MD",2021,Article,"Statistical modeling continues to gain prominence in the secondary curriculum, and recent recommendations to emphasize data science and computational thinking may soon position algorithmic models into the school curriculum. Many teachers' preparation for and experiences teaching statistical modeling have focused on probabilistic models. Subsequently, much of the research literature related to the teachers' understanding has focused on probabilistic models. This study explores the extent to which secondary statistics teachers appear to understand ideas of statistical modeling, specifically the processes of model building and evaluation, when introduced using classification trees, a type of algorithmic model. Results of this study suggest that while teachers were able to read and build classification tree models, they experienced more difficulty when evaluating models. Further research could continue to explore possible learning trajectories, technology tools, and pedagogical approaches for using classification trees to introduce ideas of statistical modeling.",web of science,NA,3,4,FALSE,Secondary Students' Teachers
evaluation edison's data science competency framework through a comparative literature analysis,10.3934/fods.2021031,https://doi.org/10.3934/fods.2021031,"Schmitt, KRB; Clark, L; Kinnaird, KM; Wertz, REH; Sandstede, B",NA,Article; Early Access,"During the emergence of Data Science as a distinct discipline, discussions of what exactly constitutes Data Science have been a source of contention, with no clear resolution. These disagreements have been exacerbated by the lack of a clear single disciplinary 'parent.' Many early efforts at defining curricula and courses exist, with the EDISON Project's Data Science Frame-work (EDISON-DSF) from the European Union being the most complete. The EDISON-DSF includes both a Data Science Body of Knowledge (DS-BoK) and Competency Framework (CF-DS). This paper takes a critical look at how EDISON's CF-DS compares to recent work and other published curricular or course materials. We identify areas of strong agreement and disagreement with the framework. Results from the literature analysis provide strong insights into what topics the broader community see as belonging in (or not in) Data Science, both at curricular and course levels. This analysis can provide important guidance for groups working to formalize the discipline and any college or university looking to build their own undergraduate Data Science degree or programs.",web of science,NA,3,2,FALSE,Literature analysis
data wrangling practices and collaborative interactions with aggregated data,10.1007/s11412-020-09327-1,https://doi.org/10.1007/s11412-020-09327-1,"Jiang, Shiyan;Kahn, Jennifer",2020,"Article , Report","Data visualization technologies are powerful tools for telling evidence-based narratives about oneself and the world. This paper contributes to the literature on data science education by examining the sociotechnical practices of data wrangling--strategies for selecting and managing large, aggregated datasets to produce a model and story. We examined the learning opportunities related to data wrangling practices by investigating youth's talk-in-interaction while assembling models and stories about family migration using interactive data visualization tools and large socioeconomic datasets. We first identified ten sociotechnical practices that characterize youth's interaction with tools and collaboration in data wrangling. We then suggest four categories of activities to describe patterns of learning related to the practices, including addressing missing data, understanding data aggregation, exploring social or historical events that constitute the formation of data patterns, and varying data visual encoding for storytelling. These practices and activities are important to understand for supporting future data science education opportunities that facilitate learning and discussion about scientific and socioeconomic issues. This study also sheds light on how the family migration modeling context positions the youth as having agency and authority over the data and contributes to the design of CSCL environments that tackle the challenges of data wrangling.",ERIC,NA,4,3,TRUE,Not sure
smart blockchain badges for data science education,10.1109/FIE.2018.8659012,https://doi.org/10.1109/FIE.2018.8659012,A. Mikroyannidis; J. Domingue; M. Bachler; K. Quick,2019,NA,"Blockchain technology has the potential to revolutionise education in a number of ways. In this paper, we explore the applications of Smart Blockchain Badges on data science education. In particular, we investigate how Smart Blockchain Badges can support learners that want to advance their careers in data science, by offering them personalised recommendations based on their learning achievements. This work aims at enhancing data science accreditation by introducing a robust system based on the Blockchain technology. Learners will benefit from a sophisticated, open and transparent accreditation system, as well as from receiving job recommendations that match their skills and can potentially progress their careers. As a result, this work contributes towards closing the data science skills gap by linking data science education to the industry.",IEEE,NA,5,3,TRUE,
milo: a visual programming environment for data science education,10.1109/VLHCC.2018.8506504,https://doi.org/10.1109/VLHCC.2018.8506504,A. Rao; A. Bihani; M. Nair,2018,NA,"Most courses on Data Science offered at universities or online require students to have familiarity with at least one programming language. In this paper, we present, “Milo”, a web-based visual programming environment for Data Science Education, designed as a pedagogical tool that can be used by students without prior-programming experience. To that end, Milo uses graphical blocks as abstractions of language specific implementations of Data Science and Machine Learning(ML) concepts along with creation of interactive visualizations. Using block definitions created by a user, Milo generates equivalent source code in JavaScript to run entirely in the browser. Based on a preliminary user study with a focus group of undergraduate computer science students, Milo succeeds as an effective tool for novice learners in the field of Data Science.",IEEE,NA,3,5,TRUE,
data science education through education data: an end-to-end perspective,10.1109/ISECon.2019.8881970,https://doi.org/10.1109/ISECon.2019.8881970,A. R. Rao; Y. Desai; K. Mishra,2019,NA,"The increasing importance of data science has created a pressing need for more trained professionals. Hence, it is necessary to design efficient education techniques to rapidly train the next generation of students. We describe a holistic approach that integrates multiple objectives within a single semester course taught at the first year level. The objectives include basic data processing techniques, statistical analysis, teamwork, and project management. We conducted a project that combined different public datasets related to the cost and quality of education in the US. Students demonstrated a high degree of involvement in this exercise as they were curious to explore data that related to their own college selection process. It is well known that it is difficult to perform a cost-quality analysis in the field of college education. We used college ranking data created by the Wall Street Journal, and combined it with data from the Integrated Postsecondary Education Data System database (https://nces.ed.gov/ipeds/) that provided college costs and graduation data. Students worked in teams to download sections of the data from multiple sources, performed cleaning and verification, and merged the data for analysis. This taught them the values of teamwork, goal-setting, and process measurement for timely project completion. We determined that the Pearson correlation between the rank of a college and in-state tuition was -0.65 (p<; 0.005) for private colleges, and -0.34 (p<; 0.005) for public colleges. This indicates that higher ranked colleges tend to charge higher tuition. The Pearson correlation between the rank of all colleges and their graduation rates is -0.75 (p<; 0.005), and between rank and retention rates is -0.71 (p<; 0.005). Private college tuition is typically $40,000 annually, whereas public colleges cost $20,000. These figures suggest that public colleges provide good value. This has policy implications for government funding of education.",IEEE,NA,4,3,TRUE,
machine learning to the rescue: ml-assisted framework for equity-driven education,10.1109/educon52537.2022.9766530,https://doi.org/10.1109/educon52537.2022.9766530,W. Chung; X. Zhang; Z. Ahmad; H. Sayadi; S. Rafatirad,2022,NA,"Data Science has recently experienced a significant surge in producing undergraduate degree/certificate and course enrollments. This growth has resulted in straining program resources at many institutions and causing concern about how to most effectively respond to the rapidly growing demand and provide equal opportunities for all students to pursue their degree. The primary goal of this work is to provide an intelligent solution to automatically identify biases related to race and gender in the content of Data Science related courses such as Machine Learning (ML), Natural Language Processing (NLP), Data Mining, Data Analytics, and Knowledge Discovery just to name a few. While machine learning allows to build powerful predicting tools, it hasn’t been used sufficiently to detect biases rooted in gender and race in educational material. Hence, using effective machine learning techniques we aim to enhance the success rate of undergraduate students in Data Science education and programs while promoting engagement through identifying and mitigating potential gender and racial biases. To this end, we propose a novel bias detection approach which uses a combination of gender identification and sentiment classification for characterization of gender and race in educational contents. Our proposed framework can help educators and course developers to mitigate race and gender biases in their course materials and create an equitable learning experience for students of minority and under-represented groups.",IEEE,NA,3,1,TRUE,
targeted curricular innovations in data science,10.1109/fie43999.2019.9028491,https://doi.org/10.1109/fie43999.2019.9028491,B. Marshall; S. Geier,2020,NA,"Many employers expect skills such as proper data generation, collection, storage, and analysis; however, these skills are often not taught in the undergraduate experience. Many STEM disciplines require computing coursework that includes coding in a modern programming language but does not explicitly address data stewardship. In this research, we present a faculty-focused data science program to address this educational gap. The faculty at two undergraduate institutions participate in a year-long slate of activities to learn about data science and design mechanisms for classroom dissemination. We describe the program details and provide sample classroom implementations as well as a summary of faculty post-participation perceptions.",IEEE,NA,1,3,TRUE,
interdisciplinary education - the case of biomedical signal processing,10.1109/EDUCON45650.2020.9125200,https://doi.org/10.1109/EDUCON45650.2020.9125200,K. Mike; S. Nemirovsky-Rotman; O. Hazzan,2020,NA,"Interdisciplinary perspective on real-life problems is an important skill for 21st century engineers and should be a part of their education. Project-based learning (PBL) is a well-known pedagogical tool for interdisciplinary education. In order to successfully accomplish interdisciplinary learning, students must have sufficient knowledge in each of the separate disciplines. Use of cross-disciplinary teams, for example, is one way to make sure a project team includes specialists in all required disciplines. This, however, is not always the case. In many cases, there are significant knowledge gaps within the project team in one or more of the project domains. Specifically, in our case, fourth-year electrical engineering students are working in pairs on biomedical signal processing projects, which are evidently interdisciplinary in nature. The teams, however, are homogeneous and the students lack the essential medical expertise required to achieve solutions applicable by physicians. Furthermore, students tend to acknowledge this gap only in the advanced phases of the project, and so critical phases, such as goal setting and planning, are performed without the required knowledge. In this article, we present (a) data that supports the existence of this knowledge gap and its effect on students; (b) an intervention program that exposes students to both the required domain knowledge and its importance to their work; and (c) initial data that supports the success of this intervention program in bridging these gaps.",IEEE,NA,3,4,TRUE,
scaling data warehousing course projects,10.1109/csci.2016.0054,https://doi.org/10.1109/csci.2016.0054,K. C. Davis; D. Aggarwal; S. Baskin,2017,NA,"In this paper, we discuss the evolution of assignments in a data warehousing course to address the burgeoning interest and enrollment of students in data science programs. We focus on our experience incorporating the Teradata University Network (TUN) Data Challenge competition project as a class assignment. Students worked in small teams to answer questions posed by a non-profit organization, Hire Heroes USA, using their data about activities to help veterans and their spouses find employment. Students had free access to cutting edge industry visualization and analytics tools via TUN and its partner organizations. Course learning objectives were met successfully and students were enthusiastic about using real-world data to help a humanitarian organization better serve its clientele.",IEEE,NA,3,2,TRUE,
edison data science framework (edsf): addressing demand for data science and analytics competences for the data driven digital economy,10.1109/educon46332.2021.9453997,https://doi.org/10.1109/educon46332.2021.9453997,Y. Demchenko; C. G. J. José; S. Brewer; T. Wiktorski,2021,NA,"Emerging data driven economy including industry, research and business, requires new types of specialists that are capable to support all stages of the data lifecycle from data production and input to data processing and actionable results delivery, visualisation and reporting, which can be jointly defined as the Data Science professions family. Data Science is becoming a new recognised field of science that leverages the Data Analytics methods with the power of the Big Data technologies and Cloud Computing that both provide a basis for effective use of the data driven research and economy models. Data Science research and education require a multi-disciplinary approach and data driven/centric paradigm shift. Besides core professional competences and knowledge in Data Science, increasing digitalisation of Science and Industry also requires new type of workplace and professional skills that rise the importance of critical thinking, problem solving and creativity required to work in highly automated and dynamic environment. The education and training of the data related professions must reflect all multi-disciplinary knowledge and competences that are required from the Data Science and handling practitioners in modern, data driven research and the digital economy. In modern conditions with the fast technology change and strong skills demand, the Data Science education and training should be customizable and delivered in multiple forms, also providing sufficient lab facilities for practical training. This paper discusses aspects of building customizable and interoperable Data Science curricula for different types of learners and target application domains. The proposed approach is based on using the EDISON Data Science Framework (EDSF) initially developed in the EU funded Project EDISON and currently being maintained by the EDISON Community Initiative.",IEEE,NA,5,3,TRUE,Not sure
