reviewer_1,reviewer_2,our_id,document_title,doi,document_link,authors,publication_year,abstract,database,open_access,new_doc_type,journal,conference,book,affiliation_country,content_area,research_question,data_collection_type,main_field,big_pic_notes,interesting_facts,keywords,keep,why_not_keep
3,2,Song_2017_big_data,big data and data science: opportunities and challenges of ischools,10.1515/jdis-2017-0011,https://doi.org/10.1515/jdis-2017-0011,"Song I.-Y., Zhu Y.",2017,"Due to the recent explosion of big data, our society has been rapidly going through digital transformation and entering a new world with numerous eye-opening developments. These new trends impact the society and future jobs, and thus student careers. At the heart of this digital transformation is data science, the discipline that makes sense of big data. With many rapidly emerging digital challenges ahead of us, this article discusses perspectives on iSchools‚Äô  opportunities  and  suggestions  in  data  science  education.  We  argue  that  iSchools  should empower their students with ‚Äúinformation computing‚Äù disciplines, which we define as the  ability  to  solve  problems  and  create  values,  information,  and  knowledge  using  tools  in  application domains. As specific approaches to enforcing information computing disciplines in data science education, we suggest the three foci of user-based, tool-based, and application-based. These three foci will serve to differentiate the data science education of iSchools from that of computer science or business schools. We present a layered Data Science Education Framework (DSEF) with building blocks that include the three pillars of data science (people, technology,  and  data),  computational  thinking,  data-driven  paradigms,  and  data  science  lifecycles. Data science courses built on the top of this framework should thus be executed with user-based, tool-based, and application-based approaches. This framework will help our students  think  about  data  science  problems  from  the  big  picture  perspective  and  foster  appropriate  problem-solving  skills  in  conjunction  with  broad  perspectives  of  data  science  lifecycles. We hope the DSEF discussed in this article will help fellow iSchools in their design of new data science curricula.",Scopus,TRUE,journal article,"Journal of Data and
Information Science",NA,NA,"United States of America, United States of America",program example and call to action,FALSE,no data,information science,"Among the organizations, iSchools are becoming a leading community that actively promotes data science education across many disciplines. Because of disciplinary similarities between information and data science, iSchools have strengths in data science education.",NA,"Big data, Data science, Information computing, The fourth Industrial
Revolution, iSchool, Computational thinking, Data-driven paradigm, Data science lifecycle",TRUE,NA
2,3,De_2022_toward_holistic,toward holistic data science education,10.52041/serj.v21i2.40,https://doi.org/10.52041/serj.v21i2.40,"De Veaux R., Hoerl R., Snee R., Velleman P.",2022,"Holistic data science  education  places  data  science  in  the  context  of real-worldapplications, emphasizing  the  purpose  for  which  data  were  collected,  the  pedigree  of  the  data,  the  meaning inherent in the data, the deploying of sustainable solutions, and the communication of key findings for  addressing the  original problem. As such it spends  less  emphasis on coding, computing, and high-end black-box algorithms. We argue that data science education must move toward a holistic curriculum,andweprovide examples and reasons for this emphasis.",Scopus,TRUE,journal article,Statistics Education Research Journal,NA,NA,"United States of America, United States of America,United States of America, United States of America",call to action,FALSE,no data,data science,NA,NA,"Statistics  education  research,  Data science,  Data  provenance,  Human-machine interaction, Data analysis ethics, Problem solving",TRUE,NA
3,1,Demchenko_2021_edison_data,edison data science framework (edsf): addressing demand for data science and analytics competences for the data driven digital economy,10.1109/educon46332.2021.9453997,https://doi.org/10.1109/educon46332.2021.9453997,Y. Demchenko; C. G. J. Jos√©; S. Brewer; T. Wiktorski,2021,"Emerging data driven economy including industry, research and business, requires new types of specialists that are capable to support all stages of the data lifecycle from data production and input to data processing and actionable results delivery, visualisation and reporting, which can be jointly defined as the Data Science professions family. Data Science is becoming a new recognised field of science that leverages the Data Analytics methods with the power of the Big Data technologies and Cloud Computing that both provide a basis for effective use of the data driven research and economy models. Data Science research and education require a multi-disciplinary approach and data driven/centric paradigm shift. Besides core professional competences and knowledge in Data Science, increasing digitalisation of Science and Industry also requires new type of workplace and professional skills that rise the importance of critical thinking, problem solving and creativity required to work in highly automated and dynamic environment. The education and training of the data related professions must reflect all multi-disciplinary knowledge and competences that are required from the Data Science and handling practitioners in modern, data driven research and the digital economy. In modern conditions with the fast technology change and strong skills demand, the Data Science education and training should be customizable and delivered in multiple forms, also providing sufficient lab facilities for practical training. This paper discusses aspects of building customizable and interoperable Data Science curricula for different types of learners and target application domains. The proposed approach is based on using the EDISON Data Science Framework (EDSF) initially developed in the EU funded Project EDISON and currently being maintained by the EDISON Community Initiative.",IEEE,FALSE,conference article,NA,2021 IEEE Global Engineering Education Conference (EDUCON),NA,"The Netherlands, Norway",program example,FALSE,qual,data science,NA,NA,"Data Science, Data Scientist Professional, Big Data,
EDISON Data Science Framework (EDSF), Data Science
Competences Framework, Data Science Body of Knowledge, Data
Science Model Curriculum, FAIR principles in Open Education,
Curriculum Design",TRUE,NA
3,5,Farahi_2018_michigan_data,the michigan data science team: a data science education program with significant social impact,10.1109/DSW.2018.8439915,https://doi.org/10.1109/DSW.2018.8439915,A. Farahi; J. C. Stroud,2018,"One role of universities is to provide students with the practical knowledge necessary to address broad societal needs. The growing field of data science has the potential to address many of these needs, primarily due to recent efforts to collect large amounts of data related to social, environmental, and political issues. A challenge is that there exists a disconnect between these real-world issues and the course materials taught to university students. This gap is due in part to a lack of engagement between universities and their local communities, leaving students with few opportunities to work with datasets relevant to real-world problems. To address this disconnect, the authors have implemented a novel data science education and outreach program in which students acquire new knowledge and skills while creating positive social impact through community service. In this work, we outline this outreach program, the Michigan Data Science Team, and provide empirical evidence of positive educational and social impact.",IEEE,FALSE,conference article,NA,2018 IEEE Data Science Workshop (DSW),NA,"United States of America, United States of America",program example,FALSE,quan,nonspecific,"What distinguishes these series from other data science tutorials is that MDST covers various complementary topics not explicitly addressed by a typical data science curriculum, such as problem formulation, reproducibility principles, and effective data visualization","A challenge is that there exists a disconnect between these real-world issues and the course materials taught to university students. This gap is due in part to a lack of engagement between universities and their local communities, leaving students with few opportunities to work with datasets relevant to real-world problems","Data Science Education, Service-Learning, Social
Impact, Collaborative Learning",TRUE,NA
5,3,Yuen_2022_designing,designing an effective hackathon via university-industry collaboration for data science education,10.1109/tale52509.2021.9678826,https://doi.org/10.1109/tale52509.2021.9678826,K. K. F. Yuen; A. O. M. Wong,2022,"Hackathons have been used not only by enterprises for technological innovation and digital transformation, but also in academia for education innovation and programme promotion. This paper presents a hybrid approach for transforming an enterprise's workplace problem into a technology vendor-sponsored hackathon education. A real-life case study of a hackathon for college participants who are prospective students of a university data science programme is demonstrated. The university-industry collaborative approach of the hackathon provides several benefits for its stakeholders, namely promoting the reputation and recognition of the university's data science programme; offering creative and innovative solutions to the enterprise's workplace problems; encouraging the adoption of the technology vendor's platform, and finally, enhancing the teaching and learning experience for the college students and lecturers. This paper provides a structured framework and recommends practical principles and guidelines for designing effective hackathons that can bring about mind-set change and real-world business transformation.",IEEE,FALSE,conference article,NA,"2021 IEEE International Conference on Engineering, Technology & Education (TALE)",NA,"China, Singapore",extracurricular activity,FALSE,quan,nonspecific,NA,NA,"Hackathon Education, Data Science Education,
Education Innovation",TRUE,NA
4,3,Liu_2020_how,how to use stock data for data science education: a simulated trading platform in classroom,10.1109/csei50228.2020.9142534,https://doi.org/10.1109/csei50228.2020.9142534,Y. Liu; X. Wei,2020,"The research hereby presents an innovate practice to enhance data science education by integrating an in-house-developed stock trading platform. Students of Data Science area usually face the difficulty of understanding the complex of real-time data and sophisticated statistical indicators and models. Another difficulty is students are easy to lost interests and patience during the process of learning programming and analysis process, such as R-language. Stock market, as a huge data source and an important data disciplinary, is comparatively easy to attract student attentions. Thus, we developed an intuitive trading platform for education purpose. The platform contains three components: an exploring window, a control windows and a report window. The exploring window shows current and historical stock price trends and related indicators. Several representative stocks from different sectors can be picked and specific time frames can be assigned. The control window allows students to develop their own trading strategies. A trading strategy can be created by either intuitive way, or through single or combinations of indicators, or be built generically though plug-in R-programing module. The report window demonstrates the expected return of a stock in a specific time frame through a specific strategy. A more comprehensive report with detailed transaction information is also provided for back-testing purpose. Students are involved into the development of the software and get experience for R-programming. Preliminary version of the product has been tested and surveyed in a data science classroom. About ten junior Data Science students have practiced and provided feedback. The positive survey results show the feasibility of the approach. In the future, artificial intelligent component will be integrated into the platform.",IEEE,FALSE,conference article,NA,2020 IEEE 2nd International Conference on Computer Science and Educational Informatization (CSEI),NA,"United States of America, United States of America",education technology,FALSE,quan,nonspecific,NA,NA,"Data Science, Trading Platform, R Programming",TRUE,NA
3,2,Ryan_2016_the_data,chapter 5 - the data science education and leadership landscape,10.1016/b978-0-12-803844-4.00005-4,https://doi.org/10.1016/b978-0-12-803844-4.00005-4,Ryan L,2016,"This primarily people-oriented chapter takes a next step forward from the previous chapter on big data ethics to discuss the current data science education landscape, and how we are preparing next-generation knowledge workers to be the new leaders of IT.",science direct,FALSE,book chapter,NA,NA,The Visual Imperative: Creating a Visual Culture of Data Discovery,NA,call to action,FALSE,no data,NA,NA,"McKinsey Global Institute (2014) study estimates that there will be 140,000ñ180,000 unfilled data scientist positions in the market in 2018.","data Science, education, data scientist university, academia, millennial, jobs, gender",TRUE,NA
3,4,Manzella_2022_six,chapter six - how can ocean science observations contribute to humanity?,10.1016/b978-0-12-823427-3.00005-0,https://doi.org/10.1016/b978-0-12-823427-3.00005-0,"Manzella GM,Emery W",2022,"Experience is needed to prepare young ocean researchers to work in interdisciplinary environments and to teach them how to deal with complex processes. Such experience can be provided in courses/internships aimed at preparing qualified personnel to work on solution-oriented projects. These lessons are designed to deepen understanding in particular elements of ocean data science education: oceanography as a science in evolution, mutual understanding, the enrichment of data, and the process of moving from data to information. Such lessons combine the history of ocean science with ocean data methodologies and technologies, data quality elements, ‚Äúfitness for use‚Äù/‚Äúfitness for purpose‚Äù and analyses. The approach consists of a significant mentoring program aimed at strengthening ‚Äúthinking skills‚Äù‚Äîcritical and creative thinking‚Äîand therefore the ability to solve complex problems.",science direct,FALSE,book chapter,NA,NA,"Ocean Science Data: Collection, Management, Networking and Services","Italy, United States of America",pedagogical approach,FALSE,no data,"ocean data science, interdisciplinary",NA,NA,"Data management, Interdisciplinarity, Knowledge, Mutual understanding, Ocean data science, Solution-oriented education",TRUE,NA
2,3,Sinha_2022_embodied_agents,embodied agents to scaffold data science education,10.1007/978-3-031-11647-6_26,https://doi.org/10.1007/978-3-031-11647-6_26,"Sinha T., Malhotra S.",2022,"Arguing and working with data has become commonplace in several study domains. One way to immerse students in hands-on exploration with data is to provide them with problem-solving environments, for example jupyter notebooks, which can scaffold studentsí reasoning and bring them closer to disciplinary ways of thinking. Although the intrinsic affordances of jupyter notebooks (e.g., interaction with multiple data representations, automation of procedural task aspects) allow students to engage in rich learning experiences, students lack crucial social scaffolding that directly targets the process of learning. We are developing an AIED infrastructure†EASEx†for use in higher education contexts that brings in the affordances of embodied pedagogical agents to significantly advance educational practice by scaffolding students in a personalized manner as they work through problems using jupyter notebooks.",Scopus,FALSE,conference article,NA,"Artificial Intelligence in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitionersí and Doctoral Consortium. AIED 2022. Lecture Notes in Computer Science",NA,"Switzerland, India",educational technology,FALSE,no data,nonspecific,NA,NA,"Data science education, Failure, Pedagogical agents, Scaffolding",TRUE,NA
1,3,Marttila_2014_advanced_data,advanced data analytics education for students and companies,10.1145/2591708.2591746,https://doi.org/10.1145/2591708.2591746,"Marttila-Kontio M., Kontio M., Hotti V.",2014,"In this paper we introduce a regional education project and a positive experience of quick implementation of a new training package enabled by public funding from the European Social Fund. The project focuses on advanced data analytics (ADA) in business management.

In the project, advanced data analytics is taught to both students at University of Eastern Finland and to their potential employers at the local organizations. The university teaching favors effective teaching techniques instead of conventional teaching methods, and the same topics are taught to participants from local organizations as shorter versions. The organizations also have an important role in calibrating the teaching via discussions and maturity reviews.

Even-though the project is regional there has been great nationwide interest in the project. This indicates the general need for improving know-how on ADA both at universities and in companies and organizations.",Scopus,NA,conference article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,graduate
3,5,Betz_2020_next_wave,the next wave: we will all be data scientists,10.1002/sam.11476,https://doi.org/10.1002/sam.11476,"Betz M., Gundlach E., Hillery E., Rickus J., Ward M.D.",2020,"In the next wave of educating future data scientists, we need to think of all undergraduate students, regardless of background or major, as future data scientists. We should train them in supportive, interdisciplinary environments. Starting from their first day at college, they should be given the opportunity to apply powerful tools to large data sets, using real-world problems. Partnerships with research computing, academic departments, research centers, companies, government, and nonprofits will all be necessary to fully prepare these students for the breadth of the data science workforce.",Scopus,FALSE,journal article,Statistical Analysis and Data Mining: The ASA Data Science Journal,NA,NA,"United States of America, United States of America, United States of America, United States of America, United States of America",program example,FALSE,no data,interdisciplinary,"Undergraduate students can join The Data Mine at any
point in their academic careers. They can stay involved for
up to 4 years",NA,"active learning, data science education, high-performance computing, learning community, undergraduate",TRUE,NA
3,5,Virkus_2019_data_science,data science from a library and information science perspective,10.1108/dta-05-2019-0076,https://doi.org/10.1108/dta-05-2019-0076,"Virkus S., Garoufallou E.",2019,"Purpose
Data science is a relatively new field which has gained considerable attention in recent years. This new field requires a wide range of knowledge and skills from different disciplines including mathematics and statistics, computer science and information science. The purpose of this paper is to present the results of the study that explored the field of data science from the library and information science (LIS) perspective.

Design/methodology/approach
Analysis of research publications on data science was made on the basis of papers published in the Web of Science database. The following research questions were proposed: What are the main tendencies in publication years, document types, countries of origin, source titles, authors of publications, affiliations of the article authors and the most cited articles related to data science in the field of LIS? What are the main themes discussed in the publications from the LIS perspective?

Findings
The highest contribution to data science comes from the computer science research community. The contribution of information science and library science community is quite small. However, there has been continuous increase in articles from the year 2015. The main document types are journal articles, followed by conference proceedings and editorial material. The top three journals that publish data science papers from the LIS perspective are the Journal of the American Medical Informatics Association, the International Journal of Information Management and the Journal of the Association for Information Science and Technology. The top five countries publishing are USA, China, England, Australia and India. The most cited article has got 112 citations. The analysis revealed that the data science field is quite interdisciplinary by nature. In addition to the field of LIS the papers belonged to several other research areas. The reviewed articles belonged to the six broad categories: data science education and training; knowledge and skills of the data professional; the role of libraries and librarians in the data science movement; tools, techniques and applications of data science; data science from the knowledge management perspective; and data science from the perspective of health sciences.

Research limitations/implications
The limitations of this research are that this study only analyzed research papers in the Web of Science database and therefore only covers a certain amount of scientific papers published in the field of LIS. In addition, only publications with the term ìdata scienceî in the topic area of the Web of Science database were analyzed. Therefore, several relevant studies are not discussed in this paper that are not reflected in the Web of Science database or were related to other keywords such as ìe-science,î ìe-research,î ìdata service,î ìdata curationî or ìresearch data management.î

Originality/value
The field of data science has not been explored using bibliographic analysis of publications from the perspective of the LIS. This paper helps to better understand the field of data science and the perspectives for information professionals.",Scopus,FALSE,journal article,Data Technologies and Applications,NA,NA,"Estonia, Greece",NA,NA,NA,NA,NA,NA,NA,FALSE,literature review of data science
3,5,Bhavya_2021_scaling_up,scaling up data science course projects: a case study,10.1145/3430895.3460168,https://doi.org/10.1145/3430895.3460168,"Bhavya B., Xiao J., Zhai C.",2021,NA,Scopus,TRUE,conference article,NA,L@S '21: Proceedings of the Eighth ACM Conference on Learning @ Scale,NA,"United States of America, United States of America, United States of America",pedagogical approach,TRUE,mixed,interdisciplinary,"they discussed their experience with deploying
strategies for addressing two challenges with assessing
data science group projects at scale: fairness, and timely and
high-quality feedback and scaffolding and they found that those
strategies are both feasible and useful for scaling up group
project assessment.",NA,"scalable assessment, data science education, course projects",TRUE,NA
3,5,Yu_2020_experimental_evidence,experimental evidence extraction system in data science with hybrid table features and ensemble learning,10.1145/3366423.3380174,https://doi.org/10.1145/3366423.3380174,"Yu W., Peng W., Shu Y., Zeng Q., Jiang M.",2020,"Data Science has been one of the most popular fields in higher education and research activities. It takes tons of time to read the experimental section of thousands of papers and figure out the performance of the data science techniques. In this work, we build an experimental evidence extraction system to automate the integration of tables (in the paper PDFs) into a database of experimental results. First, it crops the tables and recognizes the templates. Second, it classifies the column names and row names into ìmethodî, ìdatasetî, or ìevaluation metricî, and then unified all the table cells into (method, dataset, metric, score)-quadruples. We propose hybrid features including structural and semantic table features as well as an ensemble learning approach for column/row name classification and table unification. SQL statements can be used to answer questions such as whether a method is the state-of-the-art or whether the reported numbers are conflicting.",Scopus,TRUE,conference article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,not data science education
