document_title,doi,document_link,authors,publication_year,document_type,abstract,database,open_access,reviewer_1,reviewer_2,keep,why_not_keep
exploring interdisciplinary data science education for undergraduates: preliminary results,10.1007/978-3-030-71292-1_43,https://doi.org/10.1007/978-3-030-71292-1_43,"Li F., Xiao Z., Ng J.T.D., Hu X.",2021,Conference Paper,NA,Scopus,NA,5,3,TRUE,NA
development of ipsj data science curriculum standard,10.1007/978-3-030-97986-7_13,https://doi.org/10.1007/978-3-030-97986-7_13,"Kakeshita T., Ishii K., Ishikawa Y., Matsubara H., Matsuo Y., Murata T., Nakano M., Nakatani T., Okumura H., Takahashi N., Takahashi N., Uchida G., Uematsu E., Saeki S., Kato H.",2022,Conference Paper,NA,Scopus,NA,3,4,TRUE,NA
embodied agents to scaffold data science education,10.1007/978-3-031-11647-6_26,https://doi.org/10.1007/978-3-031-11647-6_26,"Sinha T., Malhotra S.",2022,Conference Paper,"Arguing and working with data has become commonplace in several study domains. One way to immerse students in hands-on exploration with data is to provide them with problem-solving environments, for example jupyter notebooks, which can scaffold studentsí reasoning and bring them closer to disciplinary ways of thinking. Although the intrinsic affordances of jupyter notebooks (e.g., interaction with multiple data representations, automation of procedural task aspects) allow students to engage in rich learning experiences, students lack crucial social scaffolding that directly targets the process of learning. We are developing an AIED infrastructure†EASEx†for use in higher education contexts that brings in the affordances of embodied pedagogical agents to significantly advance educational practice by scaffolding students in a personalized manner as they work through problems using jupyter notebooks.",Scopus,NA,1,5,TRUE,NA
ivis4bigdata: a reference model for advanced visual interfaces supporting big data analysis in virtual research environments,10.1007/978-3-319-50070-6_1,https://doi.org/10.1007/978-3-319-50070-6_1,"Bornschlegl M.X., Berwind K., Kaufmann M., Engel F.C., Walsh P., Hemmje M.L., Riestra R.",2016,Conference Paper,"This paper introduces an approach to develop an up-to-date reference model that can support advanced visual user interfaces for distributed Big Data Analysis in virtual labs to be used in e-Science, industrial research, and Data Science education. The paper introduces and motivates the current situation in this application area as a basis for a corresponding problem statement that is utilized to derive goals and objectives of the approach. Furthermore, the relevant state-of-the-art is revisited and remaining challenges are identified. An exemplar set of use cases, corresponding user stereotypes as well as a conceptual design model to address these challenges are introduced. A corresponding architectural system model is suggested as a conceptual reference architecture to support proof-of-concept implementations as well as to support interoperability in distributed infrastructures. Conclusions and an outlook on future work complete the paper.",Scopus,NA,2,4,TRUE,NA
designing and delivering a curriculum for data science education across europe,10.1007/978-3-319-73204-6_59,https://doi.org/10.1007/978-3-319-73204-6_59,"Mikroyannidis A., Domingue J., Phethean C., Beeston G., Simperl E.",2018,Conference Paper,NA,Scopus,"All Open Access, Green",4,3,TRUE,NA
a design-based research approach for developing data-focussed business curricula,10.1007/s10639-019-09981-5,https://doi.org/10.1007/s10639-019-09981-5,"Miah S.J., Solomonides I., Gammack J.G.",2020,Article,"Although existing data science educational programmes develop talent and produce graduates, business-focused data science curricula comprising essential skills oriented to business and managerial data with associated analysis, remain underserved. Current pedagogy has focused either on data science or on purely analytic technical aspects. There is therefore, an opportunity to rethink how institutions can develop innovative data-focussed education programmes, addressing both modern industry and community demands. As both academia and industry strive to integrate applied learning, transferable and enterprise skills into business and sciences, this paper proposes a design based research approach (DBR) for designing such a new interdisciplinary data science teaching curriculum as a foundation to deliver business undergraduate degrees in Business Data Science. Adopting a design science method our proposed DBR illustrates effective utilities for conceptualising and evaluating a fully functional new degree programme - Bachelor of Business Data Science. Ten senior business information systems academics and five analytics industry practitioners in Victoria, Australia were interviewed in three iterative prototyping phases followed by a final focus group session with business information systems students that evaluated the proposed structure. The findings suggest that proposed DBR ensures the design of an innovative data science degree that may meet growing industry and interdisciplinary demands. The paper concludes by discussing overall feasibility of the proposal in the Australian higher education sector, particularly for the case context of an Australian University.",Scopus,NA,2,4,TRUE,NA
integration of philosophy of science in biomedical data science education to foster better scientific practice,10.1007/s11191-022-00363-x,https://doi.org/10.1007/s11191-022-00363-x,"Pieterman-Bos A., van Mil M.H.W.",2022,Article,NA,Scopus,"All Open Access, Hybrid Gold",5,3,TRUE,NA
data wrangling practices and collaborative interactions with aggregated data,10.1007/s11412-020-09327-1,https://doi.org/10.1007/s11412-020-09327-1,"Jiang, Shiyan;Kahn, Jennifer",2020,"Article , Report","Data visualization technologies are powerful tools for telling evidence-based narratives about oneself and the world. This paper contributes to the literature on data science education by examining the sociotechnical practices of data wrangling--strategies for selecting and managing large, aggregated datasets to produce a model and story. We examined the learning opportunities related to data wrangling practices by investigating youth's talk-in-interaction while assembling models and stories about family migration using interactive data visualization tools and large socioeconomic datasets. We first identified ten sociotechnical practices that characterize youth's interaction with tools and collaboration in data wrangling. We then suggest four categories of activities to describe patterns of learning related to the practices, including addressing missing data, understanding data aggregation, exploring social or historical events that constitute the formation of data patterns, and varying data visual encoding for storytelling. These practices and activities are important to understand for supporting future data science education opportunities that facilitate learning and discussion about scientific and socioeconomic issues. This study also sheds light on how the family migration modeling context positions the youth as having agency and authority over the data and contributes to the design of CSCL environments that tackle the challenges of data wrangling.",ERIC,NA,4,3,TRUE,NA
changing the nature of quantitative biology education: data science as a driver,10.1007/s11538-020-00785-0,https://doi.org/10.1007/s11538-020-00785-0,"Robeva RS, Jungck JR, Gross LJ.",2020,NA,"We live in a data-rich world with rapidly growing databases with zettabytes of data. Innovation, computation, and technological advances have now tremendously accelerated the pace of discovery, providing driverless cars, robotic devices, expert healthcare systems, precision medicine, and automated discovery to mention a few. Even though the definition of the term data science continues to evolve, the sweeping impact it has already produced on society is undeniable. We are at a point when new discoveries through data science have enormous potential to advance progress but also to be used maliciously, with harmful ethical and social consequences. Perhaps nowhere is this more clearly exemplified than in the biological and medical sciences. The confluence of (1) machine learning, (2) mathematical modeling, (3) computation/simulation, and (4) big data have moved us from the sequencing of genomes to gene editing and individualized medicine; yet, unsettled policies regarding data privacy and ethical norms could potentially open doors for serious negative repercussions. The data science revolution has amplified the urgent need for a paradigm shift in undergraduate biology education. It has reaffirmed that data science education interacts and enhances mathematical education in advancing quantitative conceptual and skill development for the new generation of biologists. These connections encourage us to strive to cultivate a broadly skilled workforce of technologically savvy problem-solvers, skilled at handling the unique challenges pertaining to biological data, and capable of collaborating across various disciplines in the sciences, the humanities, and the social sciences. To accomplish this, we suggest development of open curricula that extend beyond the job certification rhetoric and combine data acumen with modeling, experimental, and computational methods through engaging projects, while also providing awareness and deep exploration of their societal implications. This process would benefit from embracing the pedagogy of experiential learning and involve students in open-ended explorations derived from authentic inquiries and ongoing research. On this foundation, we encourage development of flexible data science initiatives for the education of life science undergraduates within and across existing models.",pubmed,NA,2,1,TRUE,NA
towards culturally relevant personalization at scale: experiments with data science learners,10.1007/s40593-021-00262-2,https://doi.org/10.1007/s40593-021-00262-2,"Brooks, Christopher;Quintana, Rebecca M.;Choi, Heeryung;Quintana, Chris;NeCamp, Timothy;Gardner, Joshua",2021,"Article , Report","In this article we describe our experiences building a large-scale data science program aimed at supporting diversity in online data science learning. This program was built to support a set of introductory skills-based, higher education courses. We are motivated by work done in project-based learning contexts and culturally responsive pedagogies and are particularly keen to understand how we can scale such kinds of approaches to large and diverse global classrooms. Specifically, we consider the country from which a learner is accessing the course as the key context for our work and discuss two interrelated investigations we have undertaken to understand how this feature interacts with learners' motivation and learning. Our findings provide insights on how learners respond to location-specific problem-based personalizations in data science education and provides an initial exploration as to how this form of personalization differs depending on the geo-political context of the learners.",ERIC,NA,1,4,TRUE,NA
a new era of statistics and data science education in japanese universities,10.1007/s42081-018-0005-7,https://doi.org/10.1007/s42081-018-0005-7,"Takemura, A",2018,Article,"In April 2017, Shiga University launched an undergraduate program in the new faculty of data science. This faculty emphasizes the study and application of statistics and is the first of its kind in Japan. Shiga University also plans to launch a master's program in data science starting in April 2019. The inauguration of the faculty marks a new era of statistics and data science education in Japanese universities, in view of the fact that there were virtually no statistics faculties in Japanese universities before that of Shiga University. In April 2018, Yokohama City University will follow Shiga University with the opening of a new school of data science. We discuss the background of these developments and the prospects of statistics and data science in Japan.",web of science,NA,2,1,TRUE,NA
"a new era of statistics and data science education in japanese universities (vol 1, 109, 2018)",10.1007/s42081-018-0021-7,https://doi.org/10.1007/s42081-018-0021-7,"Takemura, A",2018,Correction,NA,web of science,NA,3,5,TRUE,NA
chapter 3 - from self-service to self-sufficiency,10.1016/b978-0-12-803844-4.00003-0,https://doi.org/10.1016/b978-0-12-803844-4.00003-0,Ryan L,2016,Book Chapter,"This chapter explores the expansion of self-service to self-sufficiency, the changing role of information technology (IT) to enablement technology (ET), and emerging data science education in academia.",science direct,NA,4,5,TRUE,NA
chapter 5 - the data science education and leadership landscape,10.1016/b978-0-12-803844-4.00005-4,https://doi.org/10.1016/b978-0-12-803844-4.00005-4,Ryan L,2016,Book Chapter,"This primarily people-oriented chapter takes a next step forward from the previous chapter on big data ethics to discuss the current data science education landscape, and how we are preparing next-generation knowledge workers to be the new leaders of IT.",science direct,NA,5,4,TRUE,NA
exploring potential roles of academic libraries in undergraduate data science education curriculum development,10.1016/j.acalib.2021.102320,https://doi.org/10.1016/j.acalib.2021.102320,"Shao G,Quintana JP,Zakharov W,Purzer S,Kim E",2021,Journal Article,"Undergraduate data science education is receiving increasing interest in many higher education institutions in the U.S., with the proliferation of data and data related work and research. As an emerging interdisciplinary study field, data science curriculum is typically a collection of individual data science related courses from different schools and departments, most of which are teaching data science in a siloed fashion. Therefore, it is necessary to map the landscape of existing curricula and explore how academic libraries can collaborate and contribute to undergraduate data science education. In this study, we analyzed teaching content and topics of over 100 data science related courses at Purdue University to map the landscape and explore roles of academic libraries to support data science education curriculum. Our results indicate most existing courses focused on ‚Äòhard-core‚Äô scientific analytic principles, such as computer science, statistics, and domain-specific skills. Courses of data-oriented skills, such as data management, data ethics, and data communications were limited across disciplines. In addition, data science courses were more likely targeting STEM students at upper levels (3rd and 4th year students). Academic libraries can enrich data science education efforts, by supporting credit courses, certificate programs, and other co-curricular activities to provide learning opportunities to all students, particularly 1st and 2nd year students and non-STEM majors.",science direct,NA,2,5,TRUE,NA
the social media macroscope: a science gateway for research using social media data,10.1016/j.future.2019.10.029,https://doi.org/10.1016/j.future.2019.10.029,"Yun JT,Vance N,Wang C,Marini L,Troy J,Donelson C,Chin CL,Henderson MD",2020,Journal Article,"In recent years, the explosion of social media platforms and the public collection of social data has brought forth a growing desire and need for research capabilities in the realm of social media and social data analytics. Research on this scale, however, requires a high level of computational and data-science expertise, limiting the researchers who are capable of undertaking social media data-driven research to those with significant computational expertise or those who have access to such experts as part of their research team. The Social Media Macroscope (SMM) is a science gateway with the goal of removing that limitation and making social media data, analytics, and visualization tools accessible to researchers and students of all levels of expertise. The SMM provides a single point of access to a suite of intuitive web interfaces for performing social media data collection, analysis, and visualization via for open-source and commercial tools. Within the SMM social scientists are able to process and store large datasets and collaborate with other researchers by sharing ideas, data, and methods. This document functions as a brief primer on the initial build of the SMM and we end this paper discussing future directions for the SMM.",science direct,NA,4,1,TRUE,NA
data science in undergraduate medicine: course overview and student perspectives,10.1016/j.ijmedinf.2021.104668,https://doi.org/10.1016/j.ijmedinf.2021.104668,"Doudesis D, Manataki A.",2022,NA,"Background
Despite the growing interest in health data science education, it is not embedded in undergraduate medical curricula and little is known about best teaching practices. This paper presents a highly innovative course in a UK university that introduces undergraduate medical students to data science. It also discusses a study on student perspectives on the learning and teaching of health data science.

Methods
The pedagogical design elements of the Data Science in Medicine course are discussed, along with its syllabus, assessment methodology and flipped classroom delivery. The course has been offered to approximately 630 students over three years. Student perspectives were investigated through three focus groups with the participation of 19 students across different study years in medicine. An experiment was conducted regarding instructor-led vs. video-based modalities of online programming labs, with the participation of 8 students.

Results
The course has led to improved data competency among medical students and to a positive change in their opinions about data science. Motivating the course and showing relevance to clinical practice was one of the biggest challenges. Statistics was perceived by focus group participants as an essential data skill. Including data science in the medical curriculum was perceived as important by Year 1 students, while opinions varied between Year 4/5 participants. Video-based online labs were preferred over instructor-led online labs, and they were found to be more useful and enjoyable, without leading to any significant difference in academic performance.

Conclusions
Teaching data science to undergraduate medicine students is highly desirable and feasible. We recommend including statistics in the curriculum and practical skill development through simple and clinically-relevant data science tasks, supported through video-based online labs. Further reporting on similar courses is needed, as well as larger-scale studies on student perspectives.",pubmed,NA,1,5,TRUE,NA
statistical hypothesis testing versus machine learning binary classification: distinctions and guidelines,10.1016/j.patter.2020.100115,https://doi.org/10.1016/j.patter.2020.100115,"Li JJ,Tong X",2020,Journal Article,"Summary Making binary decisions is a common data analytical task in scientific research and industrial applications. In data sciences, there are two related but distinct strategies: hypothesis testing and binary classification. In practice, how to choose between these two strategies can be unclear and rather confusing. Here, we summarize key distinctions between these two strategies in three aspects and list five practical guidelines for data analysts to choose the appropriate strategy for specific analysis needs. We demonstrate the use of those guidelines in a cancer driver gene prediction example.",science direct,NA,5,1,TRUE,NA
situating data science: exploring how relationships to data shape learning,10.1080/10508406.2019.1705664,https://doi.org/10.1080/10508406.2019.1705664,"Wilkerson, Michelle Hoda;Polman, Joseph L.",2020,"Article , Report","The emerging field of Data Science has had a large impact on science and society. This has led to over a decade of calls to establish a corresponding field of Data Science Education. There is still a need, however, to more deeply conceptualize what a field of Data Science Education might entail in terms of scope, responsibility, and execution. This special issue explores how one distinguishing feature of Data Science--its focus on data collected from social and environmental contexts within which learners often find themselves deeply embedded--suggests serious implications for learning and education. The learning sciences is uniquely positioned to investigate how such contextual embeddings impact learners' engagement with data including conceptual, experiential, communal, racialized, spatial, and political dimensions. This special issue demonstrates the richly layered relationships learners build with data and reveals them to be not merely utilitarian mechanisms for learning about data, but a critical part of navigating data as social text and understanding Data Science as a discipline. Together, the contributions offer a vision of how the learning sciences can contribute to a more expansive, agentive and socially aware Data Science Education.",ERIC,NA,5,2,TRUE,NA
teaching creative and practical data science at scale,10.1080/10691898.2020.1860725,https://doi.org/10.1080/10691898.2020.1860725,"Donoghue T., Voytek B., Ellis S.E.",2021,Article,"Nolan and Temple Langís†Computing in the Statistics Curricula†(2010) advocated for a shift in statistical education to broadly include computing. In the time since, individuals with training in both computing and statistics have become increasingly employable in the burgeoning data science field. In response, universities have developed new courses and programs to meet the growing demand for data science education. To address this demand, we created Data Science in Practice, a large-enrollment undergraduate course. Here, we present our goals for teaching this course, including: (1) conceptualizing data science as creative problem solving, with a focus on project-based learning, (2) prioritizing practical application, teaching and using standardized tools and best practices, and (3) scaling education through coursework that enables hands-on and classroom learning in a large-enrollment course. Throughout this course we also emphasize social context and data ethics to best prepare students for the interdisciplinary and impactful nature of their work. We highlight creative problem solving and strategies for teaching automation-resilient skills, while providing students the opportunity to create a unique data science project that demonstrates their technical and creative capacities.",Scopus,"All Open Access, Gold",1,5,TRUE,NA
"integrating computing in the statistics and data science curriculum: creative structures, novel skills and habits, and ways to teach computational thinking",10.1080/10691898.2020.1870416,https://doi.org/10.1080/10691898.2020.1870416,"Horton N.J., Hardin J.S.",2021,Article,"Nolan and Temple Lang argued for the fundamental role of computing in the statistics curriculum. In the intervening decade, the statistics education community has acknowledged that computational skills are as important to statistics and data science practice as mathematics. There remains a notable gap, however, between our intentions and our actions. In this special issue of the†Journal of Statistics and Data Science Education, we have assembled a collection of articles that (1) suggest creative structures to integrate computing, (2) describe novel data science skills and habits, and (3) propose ways to teach computational thinking. We believe that it is critical for the community to redouble our efforts to embrace sophisticated computing in the statistics and data science curriculum. We hope that these articles provide useful guidance for the community to move these efforts forward.",Scopus,"All Open Access, Gold, Green",1,2,TRUE,NA
using team-based learning to teach data science,10.1080/26939169.2021.1971587,https://doi.org/10.1080/26939169.2021.1971587,Vance E.A.,2021,Article,"Data science is collaborative and its students should learn teamwork and collaboration. Yet it can be a challenge to fit the teaching of such skills into the data science curriculum. Team-Based Learning (TBL) is a pedagogical strategy that can help educators teach data science better by flipping the classroom to employ small-group collaborative learning to actively engage students in doing data science. A consequence of this teaching method is helping students achieve the workforce-relevant data science learning goals of effective communication, teamwork, and collaboration. We describe the essential elements of TBL: accountability structures and feedback mechanisms to support students collaborating within permanent teams on well-designed application exercises to do data science. The results of our case study of using TBL to teach a modern, introductory data science course indicate that the course effectively taught reproducible data science workflows, beginning R programming, and communication and collaboration. Students also reported much room for improvement in their learning of statistical thinking and advanced R concepts. To help the data science education community adopt this appealing pedagogical strategy, we outline steps for deciding on using TBL, preparing and planning for it, and overcoming potential pitfalls when using TBL to teach data science.",Scopus,"All Open Access, Gold",1,3,TRUE,NA
teaching statistics and data analysis with r,10.1080/26939169.2022.2089410,https://doi.org/10.1080/26939169.2022.2089410,"Tucker M.C., Shaw S.T., Son J.Y., Stigler J.W.",2022,Article,"We developed an interactive online textbook that interleaves R programming activities with text as a way to facilitate studentsí understanding of statistical ideas while minimizing the cognitive and emotional burden of learning programming. In this exploratory study, we characterize the attitudes and experiences of 672 undergraduate students as they used our online textbook as part of a 10-week introductory course in statistics. Students expressed negative attitudes and concerns related to R at the beginning of the course, but most developed more positive attitudes after engaging with course materials, regardless of demographic characteristics or prior programming experience. Analysis of a subgroup of students revealed that change in attitudes toward R may be linked to studentsí patterns of engagement over time and studentsí perceptions of the learning environment.",Scopus,"All Open Access, Gold",2,1,TRUE,NA
an experience-centered approach to training effective data scientists,10.1089/big.2019.0100,https://doi.org/10.1089/big.2019.0100,"Rodolfa KT, Unanue A, Gee M, Ghani R.",2019,NA,"Like medicine, psychology, or education, data science is fundamentally an applied discipline, with most students who receive advanced degrees in the field going on to work on practical problems. Unlike these disciplines, however, data science education remains heavily focused on theory and methods, and practical coursework typically revolves around cleaned or simplified data sets that have little analog in professional applications. We believe that the environment in which new data scientists are trained should more accurately reflect that in which they will eventually practice, and we propose here a data science master's degree program that takes inspiration from the residency model used in medicine. Students in the suggested program would spend their time working on a practical problem with an industry, government, or nonprofit partner, supplemented with coursework in data science methods and theory. We also discuss how this program can also be implemented in shorter formats to augment existing professional master's programs in different disciplines. This approach to learning by doing is designed to fill gaps in our current approach to data science education and ensure that students develop the skills they need to practice data science in a professional context and under the many constraints imposed by that context.",pubmed,NA,1,3,FALSE,graduate
an overview of two open interactive computing environments useful for data science education,10.1093/jamiaopen/ooy040,https://doi.org/10.1093/jamiaopen/ooy040,"Hoyt R, Wangia-Anderson V.",2020,NA,NA,pubmed,NA,3,4,TRUE,NA
data science from a library and information science perspective,10.1108/dta-05-2019-0076,https://doi.org/10.1108/dta-05-2019-0076,"Virkus S., Garoufallou E.",2019,Article,"Purpose
Data science is a relatively new field which has gained considerable attention in recent years. This new field requires a wide range of knowledge and skills from different disciplines including mathematics and statistics, computer science and information science. The purpose of this paper is to present the results of the study that explored the field of data science from the library and information science (LIS) perspective.

Design/methodology/approach
Analysis of research publications on data science was made on the basis of papers published in the Web of Science database. The following research questions were proposed: What are the main tendencies in publication years, document types, countries of origin, source titles, authors of publications, affiliations of the article authors and the most cited articles related to data science in the field of LIS? What are the main themes discussed in the publications from the LIS perspective?

Findings
The highest contribution to data science comes from the computer science research community. The contribution of information science and library science community is quite small. However, there has been continuous increase in articles from the year 2015. The main document types are journal articles, followed by conference proceedings and editorial material. The top three journals that publish data science papers from the LIS perspective are the Journal of the American Medical Informatics Association, the International Journal of Information Management and the Journal of the Association for Information Science and Technology. The top five countries publishing are USA, China, England, Australia and India. The most cited article has got 112 citations. The analysis revealed that the data science field is quite interdisciplinary by nature. In addition to the field of LIS the papers belonged to several other research areas. The reviewed articles belonged to the six broad categories: data science education and training; knowledge and skills of the data professional; the role of libraries and librarians in the data science movement; tools, techniques and applications of data science; data science from the knowledge management perspective; and data science from the perspective of health sciences.

Research limitations/implications
The limitations of this research are that this study only analyzed research papers in the Web of Science database and therefore only covers a certain amount of scientific papers published in the field of LIS. In addition, only publications with the term ìdata scienceî in the topic area of the Web of Science database were analyzed. Therefore, several relevant studies are not discussed in this paper that are not reflected in the Web of Science database or were related to other keywords such as ìe-science,î ìe-research,î ìdata service,î ìdata curationî or ìresearch data management.î

Originality/value
The field of data science has not been explored using bibliographic analysis of publications from the perspective of the LIS. This paper helps to better understand the field of data science and the perspectives for information professionals.",Scopus,NA,1,4,TRUE,NA
