our_id,document_title,doi,document_link,authors,abstract,database,reviewer_1,reviewer_2,keep,why_not_keep,prelim_review,open_access,first_published,new_doc_type,journal,conference,book,source,affiliation_country,content_area,research_question,data_collection_type,audience_discipline,reason_audience_discipline,observational_unit,department,reason_department,source_discipline,reason_source_discipline,big_pic_notes,interesting_facts,keywords
Erickson_2021_introducing_data,introducing data science with data moves and codap,10.1111/test.12240,https://doi.org/10.1111/test.12240,"Erickson T., Chen E.",This paper describes a short module [3] for introducing data science to senior school students or other data-science beginners. The design focuses on ‚Äúdata moves.‚Äù Students use CODAP [5] to do their work.,Scopus,5,3,FALSE,k-12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Farahi_2018_michigan_data,the michigan data science team: a data science education program with significant social impact,10.1109/DSW.2018.8439915,https://doi.org/10.1109/DSW.2018.8439915,A. Farahi; J. C. Stroud,"One role of universities is to provide students with the practical knowledge necessary to address broad societal needs. The growing field of data science has the potential to address many of these needs, primarily due to recent efforts to collect large amounts of data related to social, environmental, and political issues. A challenge is that there exists a disconnect between these real-world issues and the course materials taught to university students. This gap is due in part to a lack of engagement between universities and their local communities, leaving students with few opportunities to work with datasets relevant to real-world problems. To address this disconnect, the authors have implemented a novel data science education and outreach program in which students acquire new knowledge and skills while creating positive social impact through community service. In this work, we outline this outreach program, the Michigan Data Science Team, and provide empirical evidence of positive educational and social impact.",IEEE,3,5,TRUE,NA,FALSE,FALSE,2018,conference article,NA,2018 IEEE Data Science Workshop (DSW),NA,2018 IEEE Data Science Workshop (DSW),"United States of America, United States of America",program example,TRUE,quant,broad,"""This approach is easily scalable and can cover a broad range
of interests while providing a positive educational experience for
students. More importantly, this can serve as a successful model
for other universities wishing to expand their educational goals and
build community partnerships.""",michigan data science team participants,not applicable,student organization,broad,"""The 2018 IEEE Data Science Workshop is a new workshop that aims to bring together researchers in academia and industry to share the most recent and exciting advances in data science theory and applications. In particular, the event will gather researchers and practitioners in various academic disciplines of data science, including signal processing, statistics, machine learning, data mining and computer science, along with experts in academic and industrial domains, such as personalized health and medicine, earth and environmental science, applied physics, finance and economics, intelligent manufacturing."" https://ieeedsw.signalprocessingsociety.org/2018/",Service learning approach has positive educational outcomes and social impact.,"Masters, PhD, and postdocs are included as well","collaboration, data science, encoding, mentoring, organizations, tutorials"
Felicia_2021_data_science,data science in education: applications and challenges,10.1109/icdabi53623.2021.9655969,https://doi.org/10.1109/icdabi53623.2021.9655969,A. Felicia; W. K. Wong; W. N. Loh; F. H. Juwono,"In today‚Äôs technology environment, big data is a catchphrase that everyone is talking about. Most traditional pedagogies offer students limited timely feedback, require lecturers and teachers to spend hours grading routine assignments. These pedagogies fail in integrating ample digital resources and are not potent to enhance students‚Äô understanding. Data has enormous potential to enhance research, decision making, and lifelong learning. The combination of complex disciplines of computer science and statistics with social science philosophy in education data science aims to study more about how students learn and interact in the educational environment with real-time data collection. Despite its infancy, the wide availability of educational data has spurred an interest in analyzing relevant knowledge to guide educational policy and practice. This paper discusses the applications of data science in education field as well as the challenges for future development.",IEEE,1,2,FALSE,not on data science education (about using data science to analyze education-related data),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fisler_2022_datacentricity_rethinking,data-centricity: rethinking introductory computing to support data science,10.1145/3531072.3535317,https://doi.org/10.1145/3531072.3535317,Fisler K.,"On a growing number of campuses, data science programs offer introductory courses that include a non-trivial amount of programming. The content of such courses overlaps that of traditional computer science introductory courses, but neither course subsumes the other. This talk argues that a common introductory course that covers both data science and data structures supports students and provides curricular flexibility, while also bringing social impacts of computing into the early curriculum. We‚Äôll discuss both the design and implementation of such a course, including the programming language features that support it and the educational research that informs it.",Scopus,4,3,TRUE,NA,FALSE,FALSE,2022,conference article,NA,DataEd '22: 1st International Workshop on Data Systems Education,NA,DataEd '22: 1st International Workshop on Data Systems Education,United States of America,course example,FALSE,no data,broad,their abstract,not applicable,computer science,course code in reference 2,broad,"""Both the DB and CS Education communities, and adjacent communities, e.g., in Statistics Education, have complementary perspectives and experiences to share with each other. There is much to be gained by bringing the communities more closely together: to share findings, to cross-pollinate perspectives and methods, and to shed light on opportunities for mutual progress in data systems education. The DataEd workshop is a dedicated venue for these communities to come together, for presentation and discussion of data management systems education experiences and research.."" https://dataedinitiative.github.io/DataEd22/",This paper cites several computer science education papers with research studies and clear research questions,The cognitive science literature establishes that people construct new programs by recalling other programs they have written before and adapting the high-level solution structure to the current problem. We found that novices retrieve relevant prior programs using narrow criteria that can lead them down unproductive paths.,"computing education, data science education"
Geigle_2018_clads,clads: a cloud-based virtual lab for the delivery of scalable hands-on assignments for practical data science education,10.1145/3197091.3197135,https://doi.org/10.1145/3197091.3197135,"Geigle C., Sundaram H., Lourentzou I., Zhai C.","The rise of the √¢‚Ç¨≈ìbig data√¢‚Ç¨¬ù era has created a pressing demand for educating many data scientists and engineers quickly at low cost. It is essential they learn by working on assignments that involve real world data sets to develop the skills needed to be successful in the workplace. However, enabling instructors to flexibly deliver all kinds of data science assignments using real world data sets to large numbers of learners (both on-campus and off-campus) at low cost is a significant open challenge. To address this emerging challenge generally, we develop and deploy a novel Cloud-based Lab for Data Science (CLaDS) to enable many learners around the world to work on real-world data science problems without having to move or otherwise distribute prohibitively large data sets. Leveraging ver- sion control and continuous integration, CLaDS provides a general infrastructure to enable any instructor to conveniently deliver any hands-on data science assignment that uses large real world data sets to as many learners as our cloud-computing infrastructure allows at very low cost. In this paper, we present the design and implementation of CLaDS and discuss our experience with using CLaDS to deploy seven major text data assignments for students in both an on-campus course and an online course to work on for learning about text data retrieval and mining techniques; this shows that CLaDS is a very promising novel general infrastructure for efficiently delivering a wide range of hands-on data science assignments to a large number of learners at very low cost.",Scopus,1,4,TRUE,NA,FALSE,TRUE,2018,conference article,NA,ITiCSE 2018: Proceedings of the 23rd Annual ACM Conference on Innovation and Technology in Computer Science Education,NA,ITiCSE 2018: Proceedings of the 23rd Annual ACM Conference on Innovation and Technology in Computer Science Education,"United States of America, United States of America, United States of America, United States of America",education technology,TRUE,mixed,computer science,"""many institutions of higher education have responded to the growing demand within industry [for data science]Ö by providing new interdisciplinary online degree programs in Computer Science""",Students across two introductory computer science courses,computer science,The department code for the classes they launched this in is CS,computer science education,"Clearly expressed in title and sponsor ""ITiCSE 2018, the 23rd Annual Conference on Innovation and Technology in Computer Science Education, will take place in Larnaca, Cyprus, hosted by University of Central Lancashire, Cyprus. The event is sponsored by the ACM Special Interest Group on Computer Science Education (SIGCSE)."" https://iticse.acm.org/ITiCSE2018/","This paper proposes new infrastructure for handling access to large-scale data sets, allowing students to work during class without having to upload/download/transport huge amounts of data.","""We can see that students remained engaged with the assignment and its material even after the comple- tion of the main assignment goal; indeed, even the 25th percentile submitted between three to five more times after completing the main assignment, with half of the class submitting 10 or more times post-completion.""","cloud computing, data science education, virtual lab"
Green_2019_livedatalab,livedatalab: a cloud-based platform to facilitate hands-on data science education at scale,10.1145/3330430.3333665,https://doi.org/10.1145/3330430.3333665,"Green A., Zhai C.","We present LiveDataLab, a novel general cloud-based platform that facilitates data science education at scale by enabling instructors to offer hands-on data science assignments using large real-world datasets. Using real course assignments as examples, our demonstration will walk attendees through the process of an instructor deploying an assignment, students working on and submitting assignments, and leaderboard-based competition and automated grading to demonstrate the major functions and beneits of LiveDataLab.",Scopus,1,3,TRUE,NA,FALSE,TRUE,2019,conference article,NA,L@S '19: Proceedings of the Sixth (2019) ACM Conference on Learning @ Scale,NA,L@S '19: Proceedings of the Sixth (2019) ACM Conference on Learning @ Scale,"United States of America, United States of America",education technology,FALSE,no data,broad,"They are just talking about software for data science education generally, not from developers view. ""LiveDataLab to easily support many more courses and provide learners hands-on data science education at the largest scale possible""",not applicable,not specified,They didn't specify who developed and tested the tech. They did specify the tech was implemented in a CS and a ECE class.,information technology; education,"""L@S investigates large-scale, technology-mediated learning environments that typically have many active learners and few experts on hand to guide their progress or respond to individual needs. "" https://learningatscale.acm.org/las2019/call-for-papers/","Discusses the cloud-based platform, LiveDataLab, which ""facilitates data science education at scale by enabling instructors to offer hands-on data science assignments using large real-world data sets"".",NA,"cloud computing, data science education, virtual lab"
Hagen_2020_teaching_data,teaching data science to social sciences and humanities students,10.1145/3396956.3396968,https://doi.org/10.1145/3396956.3396968,Hagen L.,"This tutorial provides guidance on how to teach data science to non-technical students, especially for social science and humanities students. In this tutorial, I will share resources, strategies, and models for teaching data science to non-technical students. After the presentation and discussion, participants will conduct hands-on activities, including developing their own data science programs. Participates are recommended to bring information on faculty, student, and current courses from their institutions in preparation for the activities.",Scopus,3,1,FALSE,presentation summary,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hagen_2020_teaching_undergraduate,teaching undergraduate data science for information schools,10.3233/efi-200372,https://doi.org/10.3233/efi-200372,Hagen L.,"Using the Conway model of data science education as a guide, this paper introduces a model for undergraduate data science education for information schools. The core idea of the suggested model is that data science programs in information schools are unique due to their particular substantive expertise, which includes data management, information behavior, and ethics. This paper also suggests that, to create a data science program within an information school, it may be useful to expand curriculums by adding programming, statistics, and machine learning requirements.",Scopus,3,4,TRUE,NA,FALSE,FALSE,2020,journal article,Education for Information,NA,NA,Education for Information,United States of America,course example and program example,TRUE,no data,information science,title,not applicable,school of information science,implemented in the BSIS degree program,information science,"""Education for Information: An Interdisciplinary Journal of Information Studies is a peer-reviewed, international journal publishing fundamental and applied research in the interdisciplinary field of the information studies."" https://www.iospress.com/catalog/journals/education-for-information. Education is only one area they focus.",NA,Asks the question of how informations schools' data science programs differ from other other disciplines' approaches.,"conway, data science, data science curriculum, data science education, information science, information science education, ischools"
Hardin_2021_computing,computing in the statistics curricula: a 10-year retrospective,10.1080/10691898.2020.1862609,https://doi.org/10.1080/10691898.2020.1862609,"Hardin J., Horton N.J., Nolan D., Lang D.T.","The Journal of Statistics and Data Science Education special issue on √¢‚Ç¨≈ìComputing in the Statistics and Data Science Curriculum√¢‚Ç¨¬ù features a set of papers that provide a mosaic of curricular innovations and approaches that embrace computing. As we reviewed the papers we felt that this collection would benefit from the perspective of the authors of the landmark √¢‚Ç¨≈ìComputing in the Statistics Curricula√¢‚Ç¨¬ù (TAS 2010) paper. We asked Deb and Duncan to take this opportunity to reflect on the landscape when they wrote the paper, to comment on the current situation, and to speculate on the future.",Scopus,2,1,FALSE,interview,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan_2019_embedding_data,embedding data science into computer science education,10.1109/EIT.2019.8833753,https://doi.org/10.1109/EIT.2019.8833753,I. B. Hassan; J. Liu,"As a fast-growing field with widespread impact on economy and its promising hiring potential, Data Science has been enthusiastically sought-out by many disciplines in the academia, including Mathematics, Statistics, Library Science, Management Information Systems, as well as Computer Science, as an attracting area for recruiting students, soliciting grants, and expanding their existing programs. Although some standalone programs in Data Science have been established around the country, many institutions encounter the challenges in balancing the curricula among different disciplines, allocating new resources, and cooperating with the existing majors regarding enrollment management, student advising, and faculty preparation. In this paper, a strategy-based framework is proposed for those who have limited resources of all kinds to introduce Data Science through their existing Computer Science programs at a baccalaureate level with a minimum curriculum disruption. Instead of a standalone program, to embed Data Science into Computer Science education is demonstrated to be a practical, effective, cost-saving approach based on an extensive study of the synergy between Data Science and Computer Science education. While the proposed framework is not a one-size-fits-all approach, it provides a doable route for blending Data Science into Computer Science education in systematic ways. It has become the consensus that an adequate exposure to Data Science will better prepare computer science students for taking the challenges in this ever-changing, data embraced world.",IEEE,5,2,TRUE,NA,FALSE,FALSE,2019,conference article,NA,2019 IEEE International Conference on Electro Information Technology (EIT),NA,2019 IEEE International Conference on Electro Information Technology (EIT),"United States of America, United States of America",program example,FALSE,no data,computer science,"From Abstract: ""the proposed framework (...) provides a doable route for blending Data Science into Computer Science education""",not applicable,computer science,The paper focuses on how Computer Science departments can offer data science.,engineering,"""The 2025 IEEE International Conference on Electro/Information Technology (EIT) sponsored by IEEE Region 4 (R4) and hosted by Valparaiso University, is committed to advancing research and fostering innovation in the fields of electrical and computer engineering."" from the website the 2025 conference: https://www.eit-conference.org/.",It is important for all undergraduate students to know data science. This holds true for CS majors too. The authors provide guidelines on how CS programs can incorporate more DS content for those institutions that have limited resources to develop it as a standalone program,More than 40% BSDS programs in the U.S. are offered by a Computer Science department or a department that offers a computer science program.,"computer science education, curriculum design, data science education"
Haynes_2019_integrating_data,integrating data science into a general education information technology course: an approach to developing data savvy undergraduates,10.1145/3349266.3351417,https://doi.org/10.1145/3349266.3351417,"Haynes M., Groen J., Sturzinger E., Zhu D., Shafer J., McGee T.","The National Academies recommend academic institutions foster a basic understanding of data science in all undergraduates. However, data science education is not currently a graduation requirement at most colleges and universities. As a result, many graduates lack even basic knowledge of data science. To address the shortfall, academic institutions should incorporate introductory data science into general education courses. A general education IT course provides a unique opportunity to integrate data science education. Modules covering databases, spreadsheets, and presentation software, already present in many survey IT courses, teach concepts and skills needed for data science. As a result, a survey IT course can provide comprehensive introductory data science education by adding a data science module focused on modeling and evaluation, two key steps in the data science process. The module should use data science software for application, avoiding the complexities of programming and advanced math, while enabling an emphasis on conceptual understanding. We implemented a course built around these ideas and found that the course helps develop data savvy in students.",Scopus,2,5,TRUE,NA,FALSE,FALSE,2019,conference article,NA,SIGITE '19: Proceedings of the 20th Annual SIG Conference on Information Technology Education,NA,SIGITE '19: Proceedings of the 20th Annual SIG Conference on Information Technology Education,"United States of America, United States of America, United States of America, United States of America, United States of America, United States of America, United States of America",course example,TRUE,mixed,information technology,The paper seems to be written for those teaching IT courses.,students of a general education IT course,not specified,The course is an IT course but the department itself is not specified.,information technology,"""The 23rd ACM Conference on Information Technology Education (SIGITE 2022) will be hosted by Illinois Institute of Technology and will take place on the campus of Illinois Institute of Technology in Chicago, Illinois, September 21-24, 2022. The conference is sponsored by the ACM Special Interest Group for Information Technology Education (SIGITE). The conference pr!ovides a forum for sharing and developing ideas relating to Information Technology (IT) research, education, applications, IT industry-academia relationships, and our roles as professionals, educators, teachers, and advocates for the effective use of information technology."" https://www.sigite.org/?cat=6",Example of integrating introductory data science into a general education IT course to foster a basic understanding of data science in all undergraduates as recommended by the National Academies.,NA,"crisp-dm, data mining, data visualization, database, information technology education, introductory data science"
Hazzan_2021_journal,a journal for multidisciplinary data science education,10.1145/3469281,https://doi.org/10.1145/3469281,"Hazzan O., Mike K.","The Communications website, http://cacm.acm.org, features more than a dozen bloggers in the BLOG@CACM community. In each issue of Communications, we'll publish selected posts or excerpts.",Scopus,2,5,TRUE,NA,FALSE,FALSE,2021,magazine article,Communications of the ACM,NA,NA,Communications of the ACM,"Israel, Israel",call to action,FALSE,no data,broad,"In ""Target Audience"": We anticipate professionals and researchers from all disciplines would be interested in the subjects the journal would cover",not applicable,not applicable,due to content area,computer science,"From About page: ""Communications of the ACM is the leading online and print publication for the computing and information technology fields. "" https://cacm.acm.org/about-us/",The paper states we should have a specific journal for data science education.,NA,not specified
Hee_2017_tailored_data,tailored data science education using gamification,10.1109/cloudcom.2016.0108,https://doi.org/10.1109/cloudcom.2016.0108,K. Hee; R. V. Zicari; K. Tolle; A. Manieri,"The interest to become a data scientist or related professions in data science domain is rapidly growing. To meet such a demand, we propose a novel educational service that aims to provide a tailored learning paths for data science. Our target user is one who aims to be an expert in data science. Our approach is to analyze the background of the practitioner and match the learning units. A critical feature is that we use gamification to reinforce the practitioner engagement. We believe that our work provides a practical guideline for those who wants to learn data science.",IEEE,1,3,FALSE,practitioners,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hicks_2019_guide,a guide to teaching data science,10.1080/00031305.2017.1356747,https://doi.org/10.1080/00031305.2017.1356747,"Hicks SC, Irizarry RA.","Demand for data science education is surging and traditional courses offered by statistics departments are not meeting the needs of those seeking training. This has led to a number of opinion pieces advocating for an update to the Statistics curriculum. The unifying recommendation is that computing should play a more prominent role. We strongly agree with this recommendation, but advocate the main priority is to bring applications to the forefront as proposed by Nolan and Speed in 1999. We also argue that the individuals tasked with developing data science courses should not only have statistical training, but also have experience analyzing data with the main objective of solving real-world problems. Here, we share a set of general principles and offer a detailed guide derived from our successful experience developing and teaching a graduate-level, introductory data science course centered entirely on case studies. We argue for the importance of statistical thinking, as defined by Wild and Pfannkuch in 1999 and describe how our approach teaches students three key skills needed to succeed in data science, which we refer to as creating, connecting, and computing. This guide can also be used for statisticians wanting to gain more practical knowledge about data science before embarking on teaching an introductory course. Supplementary materials for this article are available online.",pubmed,4,2,TRUE,NA,FALSE,TRUE,2018,journal article,The American Statistician,NA,NA,The American Statistician,"United States of America, United States of America",course example,FALSE,mixed,statistics,See Titles of Sec 1.2 and 1.3. The paper appears to target statisticians who teach data science.,graduate and undergraduate students of Introduction to Data Science at a school of public health,biology,Sec 3: course code is BIO 260,statistics,"""The American Statistician publishes articles on statistics, statistical practice, statistics teaching, and statistical computing and graphics."" https://www.tandfonline.com/journals/utas20","This article advocates for data science courses that better meet the needs of those seeking training, by involving more computing and also, especially, by making them develop statistical thinking. They describe how their data science classes entirely based on case studies teaches students three key skills needed to succeed in data science, which they refer to as creating, connecting, and computing. These classes are for upper-level undergraduate and graduate students.",NA,"active learning, applied statistics, computing data science, reproducibility, teaching principles"
Horton_2021_integrating_computing,"integrating computing in the statistics and data science curriculum: creative structures, novel skills and habits, and ways to teach computational thinking",10.1080/10691898.2020.1870416,https://doi.org/10.1080/10691898.2020.1870416,"Horton N.J., Hardin J.S.","Nolan and Temple Lang argued for the fundamental role of computing in the statistics curriculum. In the intervening decade, the statistics education community has acknowledged that computational skills are as important to statistics and data science practice as mathematics. There remains a notable gap, however, between our intentions and our actions. In this special issue of the Journal of Statistics and Data Science Education, we have assembled a collection of articles that (1) suggest creative structures to integrate computing, (2) describe novel data science skills and habits, and (3) propose ways to teach computational thinking. We believe that it is critical for the community to redouble our efforts to embrace sophisticated computing in the statistics and data science curriculum. We hope that these articles provide useful guidance for the community to move these efforts forward.",Scopus,3,1,FALSE,introduction to a journal's special issue,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horton_2022_what,"what to teach, how to teach, and when to teach: musings on data science education",10.1080/26939169.2022.2097563,https://doi.org/10.1080/26939169.2022.2097563,Horton N.J.,NULL,Scopus,1,2,FALSE,note from journal's editor,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Horton_2022_years,30 years of the journal of statistics and data science education,10.1080/26939169.2022.2041325,https://doi.org/10.1080/26939169.2022.2041325,Horton N.J.,NULL,Scopus,2,4,FALSE,note from journal's editor,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Howe_2017_data_science,"data science education: we're missing the boat, again",10.1109/icde.2017.215,https://doi.org/10.1109/icde.2017.215,B. Howe; M. Franklin; L. Haas; T. Kraska; J. Ullman,"In the first wave of data science education programs, data engineering topics (systems, scalable algorithms, data management, integration) tended to be de-emphasized in favor of machine learning and statistical modeling. The anecdotal evidence suggests this was a mistake: data scientists report spending most of their time grappling with data far upstream of modeling activities. A second wave of data science education is emerging, one with increased emphasis on practical issues in ethics, legal compliance, scientific reproducibility, data quality, and algorithmic bias. The data engineering community has a second chance to influence these programs beyond just providing a set of tools. In this panel, we'll discuss the role of data engineering in data science education programs, and how best to capitalize on emerging opportunities in this space.",IEEE,2,5,FALSE,panel,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hoyt_2020_overview,an overview of two open interactive computing environments useful for data science education,10.1093/jamiaopen/ooy040,https://doi.org/10.1093/jamiaopen/ooy040,"Hoyt R, Wangia-Anderson V.","Objective: To discuss and illustrate the utility of two open collaborative data science platforms, and how they
would benefit data science and informatics education.
Methods and Materials: The features of two online data science platforms are outlined. Both are useful for new
data projects and both are integrated with common programming languages used for data analysis. One platform focuses more on data exploration and the other focuses on containerizing, visualization, and sharing code
repositories.
Results: Both data science platforms are open, free, and allow for collaboration. Both are capable of visual,
descriptive, and predictive analytics
Discussion: Data science education benefits by having affordable open and collaborative platforms to conduct a
variety of data analyses.
Conclusion: Open collaborative data science platforms are particularly useful for teaching data science skills to
clinical and nonclinical informatics students. Commercial data science platforms exist but are cost-prohibitive
and generally limited to specific programming languages.",pubmed,4,2,TRUE,NA,FALSE,TRUE,2018,journal article,Journal of the American Medical Informatics Association,NA,NA,Journal of the American Medical Informatics Association,"United States of America, United States of America",education technology,FALSE,no data,biomedical,"Quotes: ""As healthcare organizations seek to utilize the growing amounts of electronic health data""; ""to support biomedical data science education""",not applicable,not applicable,never implemented in a department,medical science,"""JAMIA is AMIA's premier peer-reviewed journal for biomedical and health informatics."" https://academic.oup.com/jamia/pages/About","The goal of this article was to discuss data science platforms currently available, from simple to complex, focusing in particular on Data World and Jupyter Notebooks. The authors illustrate these two platforms and explain how they can support biomedical data science education.","Data science has been defined as ‚Äúthe scientific study of the creation, validation and transformation of data to create meaning.‚Äù according to the Data Science Association http://www.datascienceassn.org","data interpretation statistical, data mining, data science"
Huppenkothen_2018_hack_weeks,hack weeks as a model for data science education and collaboration,10.1073/pnas.1717196115,https://doi.org/10.1073/pnas.1717196115,"Huppenkothen D, Arendt A, Hogg DW, Ram K, VanderPlas JT, Rokem A.","Across many scientific disciplines, methods for recording, storing, and analyzing data are rapidly increasing in complexity. Skillfully using data science tools that manage this complexity requires training in new programming languages and frameworks as well as immersion in new modes of interaction that foster data sharing, collaborative software development, and exchange across disciplines. Learning these skills from traditional university curricula can be challenging because most courses are not designed to evolve on time scales that can keep pace with rapidly shifting data science methods. Here, we present the concept of a hack week as an effective model offering opportunities for networking and community building, education in state-of-the-art data science methods, and immersion in collaborative project work. We find that hack weeks are successful at cultivating collaboration and facilitating the exchange of knowledge. Participants self-report that these events help them in both their day-to-day research as well as their careers. Based on our results, we conclude that hack weeks present an effective, easy-to-implement, fairly low-cost tool to positively impact data analysis literacy in academic disciplines, foster collaboration, and cultivate best practices.",pubmed,3,2,FALSE,practitioners and researchers,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ionascu_2021_ds_lab,ds lab notebook: a new tool for data science applications,10.1109/synasc51798.2020.00056,https://doi.org/10.1109/synasc51798.2020.00056,A. Ionascu; S. -A. Stefaniga,"The main focus of the technical application of this research relies on a web and mobile-based solution identified as Data Science Notebook named as DS Lab Notebook. Specifically, the main focus will be on tackling already present challenges in data science education and a solution presented around DS Lab, an interactive computational notebook. The core ideas are represented by the concept of extending the traditional computing notebooks, especially from the Jupyter family, with live visualizations, debugging, widgets, and interactivity during the educational process across all the major platforms: web, Android, and IOS. The features are outlined in several use cases that can be useful in the data-science teaching process, with a primary focus in matrix manipulations, scatter plots, and image filters. Python 3 was used as the main programming runtime and the back-end for providing access to variable values and type information is being described in the form of a runtime-independent pipeline relying on code parsing and injection.",IEEE,5,1,TRUE,NA,FALSE,TRUE,2021,conference article,NA,2020 22nd International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC),NA,2020 22nd International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC),"Romania, Romania",education technology,FALSE,no data,computer science,ìmay lead as well to other educational or practical use cases as well in different computer science subfields.î,Not applicable,Not specified,Did not talk about the department that developed the DS Notebook,computer science,"""International Symposium on Symbolic and Numeric Algorithms for Scientific Computing is an international conference that aims to stimulate the interaction between the two scientific communities of symbolic and numeric computing and to exhibit interesting applications of the areas both in theory and in practice. "" https://synasc.ro/2020/","Describes Data Science Notebook that can be used in data science classes, a web and mobile-based interactive computational notebook, and compares it to other computing notebooks.",NA,"data science, development frameworks and environments, human computer interaction, interactive systems and tools, jupyter, real-time"
Jiang_2019_data_wrangling,data wrangling practices and process in modeling family migration narratives with big data visualization technologies,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073350469&partnerID=40&md5=f61f1a050269ba4fb3cd50b42f04a8e5,"Jiang S., Kahn J.B.","Big data technologies are powerful tools for telling evidence-based narratives about oneself and the world. In this paper, we examine the sociotechnical practices of data wrangling‚Äîstrategies for selecting and managing datasets to produce a model and story in a big data interface‚Äîfor youth assembling models and stories about family migration using interactive data visualization tools. Through interaction analysis of video data, we identified ten data wrangling practices and developed a conceptual model of the data wrangling process that contains four interrelated recursive stages. These data wrangling practices and the process of data wrangling are important to understand for supporting future data science education opportunities that facilitate learning and discussion about scientific and socioeconomic issues. This study also sheds light on how the family migration modeling context positioned the youth as having agency and authority over big data.",Scopus,2,3,FALSE,middle school and high school,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiang_2020_data_wrangling,data wrangling practices and collaborative interactions with aggregated data,10.1007/s11412-020-09327-1,https://doi.org/10.1007/s11412-020-09327-1,"Jiang, Shiyan;Kahn, Jennifer","Data visualization technologies are powerful tools for telling evidence-based narratives about oneself and the world. This paper contributes to the literature on data science education by examining the sociotechnical practices of data wrangling--strategies for selecting and managing large, aggregated datasets to produce a model and story. We examined the learning opportunities related to data wrangling practices by investigating youth's talk-in-interaction while assembling models and stories about family migration using interactive data visualization tools and large socioeconomic datasets. We first identified ten sociotechnical practices that characterize youth's interaction with tools and collaboration in data wrangling. We then suggest four categories of activities to describe patterns of learning related to the practices, including addressing missing data, understanding data aggregation, exploring social or historical events that constitute the formation of data patterns, and varying data visual encoding for storytelling. These practices and activities are important to understand for supporting future data science education opportunities that facilitate learning and discussion about scientific and socioeconomic issues. This study also sheds light on how the family migration modeling context positions the youth as having agency and authority over the data and contributes to the design of CSCL environments that tackle the challenges of data wrangling.",ERIC,2,1,FALSE,middle school and high school,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
